species_id;bwg_name;domain;kingdom;phylum;subphylum;class;subclass;ord;subord;family;subfamily;tribe;genus;species;subspecies;functional_group;predation;realm;micro_macro;barcode;name0;
3981;Diptera.484;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Pupa Chironomidae;
3986;Diptera.171;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;Phytotelmatocladius;delarosai;NA;gatherer;prey;aquatic;macro;NA;Phytotelmatocladius delarosai;
3991;Diptera.175;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Tanypodinae;NA;Monopelopia;NA;NA;piercer;predator;aquatic;macro;NA;Monopelopia aff. caraguata;
3996;Diptera.190;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Orthocladiinae sp. 2;
4001;Diptera.191;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Orthocladiinae sp.1;
4006;Diptera.206;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Polypedilum;marcondesi;NA;gatherer;prey;aquatic;macro;NA;Polypedilum marcondesi;
4011;Diptera.207;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Polypedilum;kaingang;NA;gatherer;prey;aquatic;macro;NA;Polypedilum kaingang;
4016;Diptera.236;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Stenochironomus;atlanticus;NA;gatherer;prey;aquatic;macro;NA;Stenochironomus atlanticus;
4021;Coleoptera.40;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Adephaga;Carabidae;NA;NA;NA;NA;NA;NA;NA;terrestrial;macro;NA;Colsp2;
4026;Diptera.263;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Tanytarsus;NA;NA;gatherer;prey;aquatic;macro;NA;Tanytarsus sp. 1;
4031;Diptera.351;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;Limnophyes;NA;NA;gatherer;prey;aquatic;macro;NA;Diptera sp. P;
4036;Diptera.5;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;?Pseudochironomus sp.;
4041;Diptera.59;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae sp. 1;
4046;Diptera.60;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae sp. 2;
4051;Diptera.80;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Chironomus;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomus aff. detriticula;
4056;Diptera.170;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;Metriocnemus;NA;NA;gatherer;prey;aquatic;macro;NA;Metriocnemus;
4061;Diptera.187;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Orthocladiinae morfotipo 1;
4066;Diptera.230;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;Rheocricotopus;NA;NA;gatherer;prey;aquatic;macro;NA;Rheocricotopus;
4071;Diptera.254;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Tanypodinae;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Tanipodinae morfotipo 1;
4076;Coleoptera.54;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;Curculionidae;NA;NA;NA;NA;NA;NA;NA;aquatic;macro;NA;Curculionidae sp.;
4081;Diptera.258;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Tanypodinae;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Tanyponinae morfotipo 2;
4086;Diptera.79;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomini morfotipo 1;
4091;Diptera.402;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Orthocladiinae sp. A2;
4096;Diptera.403;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Orthocladiinae sp. A3;
4101;Diptera.404;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Orthocladiinae sp. A4;
4106;Diptera.188;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Orthocladiinae sp. A;
4111;Diptera.203;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Polypedilum;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomid sp A;
4116;Diptera.257;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Tanypodinae;NA;Monopelopia;NA;NA;piercer;predator;aquatic;macro;NA;Chironomid sp B;
4121;Diptera.54;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Sciaridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Black headed chironomid sp H;
4126;Diptera.55;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomid sp E (white-striped);
4131;Coleoptera.42;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;NA;NA;NA;NA;NA;NA;NA;NA;NA;macro;NA;Colsp4;
4136;Diptera.56;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomid sp J (red green);
4141;Diptera.57;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomid sp I;
4146;Diptera.81;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Chironomus;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomid sp F;
4151;Diptera.161;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Tanypodinae;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Larsia/Monopelopia sp.;
4156;Diptera.172;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;Metriocnemus;NA;NA;gatherer;prey;aquatic;macro;NA;Metriocnemus sp.1;
4161;Diptera.70;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae pupa sp. 1;
4166;Diptera.186;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Orthocladiinae;
4171;Diptera.255;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Tanypodinae;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Tanypodinae;
4176;Diptera.259;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Tanytarsinii;
4181;Diptera.71;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae1;
4186;Coleoptera.55;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Adephaga;Dytiscidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Dysticidae sp.;
4191;Diptera.72;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae2;
4196;Diptera.73;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae3;
4201;Diptera.74;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae4;
4206;Diptera.75;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae5;
4211;Diptera.76;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae6;
4216;Diptera.77;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae7;
4221;Diptera.78;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomini;
4226;Diptera.318;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chirsp1;
4231;Diptera.319;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chirsp2;
4236;Diptera.320;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chirsp3;
4241;Coleoptera.46;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Adephaga;Dytiscidae;Copelatinae;NA;Copelatus;bimaculatus;NA;engulfer;predator;aquatic;macro;NA;Copelatus bimaculatus;
4246;Diptera.321;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chir sp4;
4251;Diptera.322;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chirsp5;
4256;Diptera.174;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;Metriocnemus;NA;NA;gatherer;prey;aquatic;macro;NA;Metriocnemus sp.2;
4261;Diptera.177;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Tanypodinae;NA;Monopelopia;NA;NA;piercer;predator;aquatic;macro;NA;Monopelopia sp.;
4266;Diptera.385;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;Eukiefferiella;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae.Orthocladiinae.Eukifferiella.sp.;
4271;Diptera.386;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;Smittia;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae.Orthocladiinae.Smittia.sp.1;
4276;Diptera.387;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Podonominae;NA;Boreochlus;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae.Podonominae.Boreochlus.sp.;
4281;Diptera.388;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Paratanytarsus;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae.Tanytarsinae.Paratanytarsus.sp.1;
4286;Diptera.389;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Stempellinella;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae.Tanytarsinae.Stempellinella.sp;
4291;Diptera.390;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Tanytarsus;bromelicola;NA;gatherer;prey;aquatic;macro;NA;Chironomidae.Tanytarsus bromelicola;
4296;Coleoptera.12;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Adephaga;Dytiscidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Dytiscidae sp;
4301;Diptera.173;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Orthocladiinae;NA;Metriocnemus;NA;NA;gatherer;prey;aquatic;macro;NA;Metriocnemus sp.1;
4306;Diptera.205;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Polypedilum;NA;NA;gatherer;prey;aquatic;macro;NA;Diptera.204;
4311;Diptera.256;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Tanypodinae;NA;Larsia;NA;NA;piercer;predator;aquatic;macro;NA;Larsia sp.;
4316;Diptera.262;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;Chironominae;NA;Tanytarsus;bromelicola;NA;gatherer;prey;aquatic;macro;NA;Diptera.260;
4321;Diptera.434;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Chironomidae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Chironomidae sp. 0937 =5711 =5840;
4326;Diptera.507;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;fulva;NA;engulfer;predator;aquatic;macro;NA;CRT - IC3;
4331;Diptera.508;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;NA;NA;engulfer;predator;aquatic;macro;NA;CRT - IC4;
4336;Diptera.358;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;infuscata;NA;engulfer;predator;aquatic;macro;NA;Corethrella infuscata;
4341;Diptera.359;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;NA;NA;engulfer;predator;aquatic;macro;NA;Corethrella sp. B 2008;
4346;Diptera.360;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;NA;NA;engulfer;predator;aquatic;macro;NA;Corethrella sp. C 2008;
4351;Coleoptera.2;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Adephaga;Dytiscidae;Hydroporinae;NA;Celina;NA;NA;engulfer;predator;aquatic;macro;NA;Celina sp;
4356;Diptera.361;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;NA;NA;engulfer;predator;aquatic;macro;NA;Corethrella sp. D 2008;
4361;Diptera.53;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Chaoboridae sp. 5578;
4366;Diptera.86;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;NA;NA;engulfer;predator;aquatic;macro;NA;Corethrella sp.;
4371;Diptera.485;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Pupa Corethrella;
4376;Diptera.88;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;NA;NA;engulfer;predator;aquatic;macro;NA;Corethrella sp. 1;
4381;Diptera.85;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;NA;NA;engulfer;predator;aquatic;macro;NA;Corethrella sp;
4386;Diptera.84;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;NA;NA;engulfer;predator;aquatic;macro;NA;Corethrella caribbeana?;
4391;Diptera.87;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;NA;NA;engulfer;predator;aquatic;macro;NA;Corethrella sp.;
4396;Diptera.89;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Corethrellidae;
4401;Diptera.83;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Corethrellidae;Corethrellinae;NA;Corethrella;belkini;NA;engulfer;predator;aquatic;macro;NA;Corethrella belkini;
4406;Coleoptera.13;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Adephaga;Dytiscidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Dysticid sp A;
4411;Diptera.501;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Anophelinae;NA;Anopheles;cruzzi;NA;filter.feeder;prey;aquatic;macro;NA;Anopheles sp.;
4416;Diptera.502;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Anophelinae;NA;Anopheles;homunculus;NA;filter.feeder;prey;aquatic;macro;NA;Anopheles sp.;
4421;Diptera.415;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) imitator;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) imitator;
4426;Diptera.519;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;albipes;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Mcx.) sp8;
4431;Diptera.518;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;aphylactus;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Mcx.) sp6;
4436;Diptera.517;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) imitator;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Mcx.) sp1;
4441;Diptera.520;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;inimitabilis;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Mcx.) sp11;
4446;Diptera.413;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex.) sp. 1;
4451;Diptera.443;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) stonei;NA;filter.feeder;prey;aquatic;macro;NA;Microculex stonei;
4456;Acari.1;Eukaryota;Animalia;Arthropoda;Chelicerata;Arachnida;Acari;NA;NA;NA;NA;NA;NA;NA;NA;piercer;predator;terrestrial;micro;NA;Acari sp;
4461;Coleoptera.10;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Adephaga;Dytiscidae;Copelatus;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Copelatus sp.;
4466;Diptera.426;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;solstitiales;NA;engulfer;predator;aquatic;macro;NA;Culicidae JP7;
4471;Diptera.493;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;NA;NA;engulfer;predator;aquatic;macro;NA;;
4476;Diptera.531;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia (Phon.) sp4;
4481;Diptera.530;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;palmata;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia (Phon.) sp1;
4486;Diptera.414;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culicidae JP2;
4491;Diptera.427;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culicidae JP8;
4496;Diptera.428;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culicidae JP9;
4501;Diptera.100;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex sp. 5549;
4506;Diptera.112;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;NA;NA;NA;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culicidae sp. 5560;
4511;Diptera.306;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia sp. 5550;
4516;Coleoptera.52;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Adephaga;Dytiscidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Dytiscidae 2;
4521;Diptera.101;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) shopei;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) shopei;
4526;Diptera.102;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) sp. A;
4531;Diptera.465;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) sp. B;
4536;Diptera.466;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) sp. C;
4541;Diptera.103;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) worontzowi;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) worontzowi;
4546;Diptera.104;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex sp. D;
4551;Diptera.105;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) aphylactus;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) aphylactus;
4556;Diptera.106;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex sp. F;
4561;Diptera.111;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex ukn;
4566;Diptera.113;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) davisi;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) davisi;
4571;Coleoptera.62;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Adephaga;Dytiscidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;DYT - IC2;
4576;Diptera.284;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;NA;NA;engulfer;predator;aquatic;macro;NA;Toxorhynchites sp. A;
4581;Diptera.300;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia sp. A;
4586;Diptera.454;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) sp. E;
