"","Response","Reference","Target","Model","Sites","CCC","Precision","Accuracy","Kendall","Spearman"
"40","filter.feeder_bio","dataset","frenchguiana","rain",3,0.0227767619446455,0.289229105292456,0.0787498959401567,0.665423577869309,0.330847256188836
"41","filter.feeder_bio","dataset","puertorico","hydro",3,0.0760406495730498,0.712181363645789,0.106771467851649,0.77116372570918,0.542331834783799
"42","filter.feeder_bio","dataset","argentina","hydro",3,0.104474006948291,0.582695509897193,0.179294340137826,0.783030230037336,0.568008120180762
"43","filter.feeder_bio","dataset","macae","hydro",3,0.000645289305791219,0.0200992698842413,0.0321051117531963,0.667426855045055,0.33485371216217
"44","filter.feeder_bio","dataset","frenchguiana","hydro",3,0.0179681942485344,0.343049425686996,0.0523778584166144,0.741344762328843,0.482689671209554
"45","scraper_bio","puertorico","argentina","rain",1,0.0239259974070249,0.197547372379594,0.121115239948878,0.58924001335262,0.178480036649506
"46","scraper_bio","puertorico","macae","rain",1,-0.0186740505642005,-0.189521324493015,0.0985327145330747,0.48153298475915,-0.036934030710246
"47","scraper_bio","puertorico","frenchguiana","rain",1,0.199798394615933,0.339556700546736,0.588409518334428,0.685671376126377,0.371342754550606
"48","scraper_bio","puertorico","costarica","rain",1,0.020551891743687,0.144365495744586,0.142360136940531,0.508346316492321,0.0166926346384393
"49","scraper_bio","puertorico","colombia","rain",1,0.103360634711617,0.318945437442251,0.324069958612693,0.734868713840676,0.469737439310799
"50","scraper_bio","argentina","macae","rain",1,-0.0156670595385666,-0.19051635268598,0.0822347232543862,0.404769902586496,-0.190464073981078
"51","scraper_bio","argentina","frenchguiana","rain",1,0.0925702137284626,0.170685071303994,0.542345109746552,0.630911316345833,0.261822634312534
"52","scraper_bio","argentina","costarica","rain",1,0.11863569331007,0.25798459130068,0.459855732902284,0.574203963482521,0.148407926965041
"53","scraper_bio","argentina","colombia","rain",1,0.245105290129999,0.469050695719299,0.522556074144874,0.811637739207833,0.623275493846305
"54","scraper_bio","macae","frenchguiana","rain",1,-0.0181788951374922,-0.250686170631487,0.0725165456542692,0.378533273981749,-0.242933458053563
"55","scraper_bio","macae","costarica","rain",1,-0.0388624530560369,-0.40705462640289,0.0954723286146169,0.411984392419175,-0.17603137268244
"56","scraper_bio","macae","colombia","rain",1,-0.156859833526609,-0.339995953676441,0.461357942147411,0.263684913217623,-0.472630185265816
"57","scraper_bio","frenchguiana","costarica","rain",1,0.0427001975704279,0.342328660431468,0.12473450956928,0.585243712441576,0.170487441773926
"58","scraper_bio","frenchguiana","colombia","rain",1,0.120086546163253,0.369810958889026,0.324724141556035,0.760792167334223,0.521584347581485
"59","scraper_bio","costarica","colombia","rain",1,0.155400861623231,0.304093488831868,0.511029888276073,0.714063195371607,0.428126401342481
"60","scraper_bio","puertorico","argentina","hydro",1,0.118937726993263,0.133177643968005,0.89307577044866,0.568432179815289,0.136864367256167
"61","scraper_bio","puertorico","macae","hydro",1,0.0731744284801481,0.18410960206739,0.397450364665738,0.651073534319724,0.302147070509121
"62","scraper_bio","puertorico","frenchguiana","hydro",1,0.110870502179101,0.256154342546925,0.432826947522039,0.649293581043498,0.29858716393464
"63","scraper_bio","puertorico","costarica","hydro",1,0.212985910453543,0.315830922894653,0.674366868517764,0.50233696861785,0.004673937698763
"64","scraper_bio","puertorico","colombia","hydro",1,0.0857881833228848,0.222192577459102,0.386098331024022,0.716510903426791,0.433021817574048
"65","scraper_bio","argentina","macae","hydro",1,-0.00131018719933929,-0.0411276748885029,0.0318565832591121,0.478640560685282,-0.0427188788937785
"66","scraper_bio","argentina","frenchguiana","hydro",1,0.105154040408648,0.26841960506531,0.391752459299918,0.647736121926799,0.295472245681968
"67","scraper_bio","argentina","costarica","hydro",1,0.150368987382288,0.456454286985645,0.329428360450511,0.566993100378366,0.133986214031206
"68","scraper_bio","argentina","colombia","hydro",1,0.189863950307134,0.333908573361037,0.568610588209859,0.72919448153093,0.458388974410349
"69","scraper_bio","macae","frenchguiana","hydro",1,-0.0141153642534204,-0.223129094551125,0.0632609758123058,0.377739459339192,-0.244521082834701
"70","scraper_bio","macae","costarica","hydro",1,-0.0324540375118658,-0.33317490308742,0.0974084098505773,0.455931448920543,-0.0881371108909594
"71","scraper_bio","macae","colombia","hydro",1,-0.155678374024837,-0.342904061400801,0.453999796295424,0.253226524254562,-0.493546963709784
"72","scraper_bio","frenchguiana","costarica","hydro",1,0.0395666569120819,0.337094062536825,0.117375715888676,0.536835076786112,0.0736701608709787
"73","scraper_bio","frenchguiana","colombia","hydro",1,0.0715912806266835,0.27912340877586,0.256486121822094,0.739430351579884,0.478860715015083
"74","scraper_bio","costarica","colombia","hydro",1,0.167479374545097,0.338042288953208,0.495439121133983,0.733644859813084,0.467289731195016
"75","scraper_bio","dataset","puertorico","rain",2,0.0438373830223193,0.214042537078513,0.204806874468318,0.572549237787916,0.145098476474094
"76","scraper_bio","dataset","argentina","rain",2,0.017523080960241,0.379783609257107,0.0461396451377084,0.680482919773005,0.360965859657729
"77","scraper_bio","dataset","macae","rain",2,-0.0117608011220214,-0.233250344201119,0.0504213666320711,0.373418430186989,-0.253168295867853
"78","scraper_bio","dataset","puertorico","hydro",2,0.137209596194338,0.591071746122722,0.23213695645985,0.695794860384915,0.39158972319297
"79","scraper_bio","dataset","argentina","hydro",2,0.074683437978028,0.178572735779306,0.418224191123596,0.568877267163681,0.137754542002549
"80","scraper_bio","dataset","macae","hydro",2,0.0132543033604547,0.170322794625392,0.0778187287826405,0.586801691520142,0.173603387340155
"81","scraper_bio","dataset","puertorico","rain",2,0.0379285816039099,0.125458223549482,0.302320410179811,0.514576610659842,0.0291532215001632
"82","scraper_bio","dataset","argentina","rain",2,0.0242718727152932,0.226688749226233,0.107071360171784,0.627294981640147,0.254589977465131
"83","scraper_bio","dataset","frenchguiana","rain",2,0.0706647648643173,0.263094843310774,0.268590459528112,0.663068877267164,0.326137756553352
"84","scraper_bio","dataset","puertorico","hydro",2,0.152340892883868,0.680155467267157,0.223979516765437,0.721604182890199,0.443208368522952
"85","scraper_bio","dataset","argentina","hydro",2,0.127749081653256,0.209866006308352,0.608717361617664,0.573105596973406,0.146211202093174
"86","scraper_bio","dataset","frenchguiana","hydro",2,0.0469545060263159,0.267074585911861,0.175810460834382,0.663199466014017,0.326398934047777
"87","scraper_bio","dataset","puertorico","rain",2,0.0402470242379508,0.149976885999235,0.268354846613872,0.543952375653722,0.087904751851637
"88","scraper_bio","dataset","argentina","rain",2,0.0381513680335975,0.364837673054936,0.10457080189702,0.679864127408397,0.3597283105904
"89","scraper_bio","dataset","costarica","rain",2,0.0721730945989524,0.319085804019279,0.226187106069412,0.587118681808061,0.174237363616121
"90","scraper_bio","dataset","puertorico","hydro",2,0.174646610260368,0.599458009666958,0.291340856980787,0.691366266132621,0.382732532265243
"91","scraper_bio","dataset","argentina","hydro",2,0.0468659313648929,0.147916332043557,0.316840816138494,0.615859766277129,0.231719533989404
"92","scraper_bio","dataset","costarica","hydro",2,0.0991478403594616,0.405456953906245,0.244533579716055,0.615735588693523,0.231471200319691
"93","scraper_bio","dataset","puertorico","rain",2,-0.0800907018824022,-0.164376802149783,0.487238471821725,0.412448548225609,-0.175102904632311
"94","scraper_bio","dataset","argentina","rain",2,0.0682406232182846,0.370564508864357,0.184153154406009,0.693612996550573,0.387226014675985
"95","scraper_bio","dataset","colombia","rain",2,0.158209543823017,0.415111477418343,0.381125438417054,0.774032042723631,0.548064099015869
"96","scraper_bio","dataset","puertorico","hydro",2,0.157769679213989,0.641321232599725,0.246007260003599,0.704917120925576,0.409834244387188
"97","scraper_bio","dataset","argentina","hydro",2,0.171232358160949,0.245353671907885,0.697900124458852,0.582118615778346,0.164237240707401
"98","scraper_bio","dataset","colombia","hydro",2,0.111569700024368,0.309721943725604,0.360225364345551,0.730307076101469,0.460614163606516
"99","scraper_bio","dataset","puertorico","rain",2,0.0491354090307942,0.370235766739787,0.132713836546559,0.615919457114251,0.231838915663111
"100","scraper_bio","dataset","macae","rain",2,-0.0197198973914532,-0.200648955478388,0.0982805883261983,0.462509734119479,-0.0749805322250175
"101","scraper_bio","dataset","frenchguiana","rain",2,0.0598833670181176,0.2654167948936,0.22562011210377,0.644732450773167,0.289464903337531
"102","scraper_bio","dataset","puertorico","hydro",2,0.19233423158606,0.767436322103495,0.250619140698064,0.820614083880298,0.641228171728488
"103","scraper_bio","dataset","macae","hydro",2,0.10922182340805,0.163308804308485,0.668805480944763,0.569490746062766,0.139058253666276
"104","scraper_bio","dataset","frenchguiana","hydro",2,0.11878310408841,0.255713230487778,0.464516849057163,0.656635888307932,0.313271778554376
"105","scraper_bio","dataset","puertorico","rain",2,0.0845256202660012,0.298084510451906,0.283562604906432,0.611692068083213,0.223384137548717
"106","scraper_bio","dataset","macae","rain",2,-0.0146665424544332,-0.274069133544925,0.0535140249641761,0.430340375586854,-0.139529906745887
"107","scraper_bio","dataset","costarica","rain",2,0.0160529523703435,0.317550900070711,0.0505523755932323,0.55185844647229,0.103716903220169
"108","scraper_bio","dataset","puertorico","hydro",2,0.169878803766895,0.546595796870703,0.310794200649662,0.677256036497163,0.354512075189007
"109","scraper_bio","dataset","macae","hydro",2,0.018792362251857,0.0599819288831808,0.313300398999447,0.562047153536515,0.124164823124646
"110","scraper_bio","dataset","costarica","hydro",2,0.11858624098798,0.31696399691929,0.374131580055056,0.519474738482083,0.038949480823025
"111","scraper_bio","dataset","puertorico","rain",2,-3.33142377895168e-05,-9.37889598804116e-05,0.355204256790939,0.516690775564705,0.0333815513360647
"112","scraper_bio","dataset","macae","rain",2,-0.0108183155749824,-0.227460006636568,0.0475613965503293,0.374847035265324,-0.250305931018234
"113","scraper_bio","dataset","colombia","rain",2,0.0508243617487797,0.353537225210376,0.143759576430844,0.749221183800623,0.49844237994135
"114","scraper_bio","dataset","puertorico","hydro",2,0.0142337028682027,0.041991702339088,0.338964654332512,0.497997552564245,-0.00400489489629174
"115","scraper_bio","dataset","macae","hydro",2,0.0287150266321574,0.137405507263378,0.208980172658703,0.54201632371537,0.0840790599090552
"116","scraper_bio","dataset","colombia","hydro",2,0.0595647460264666,0.277398606348513,0.214726190627042,0.715509568313307,0.431019147297498
"117","scraper_bio","dataset","puertorico","rain",2,0.0963995741535697,0.323087553626603,0.298369816699841,0.60546223161642,0.210924464538031
"118","scraper_bio","dataset","frenchguiana","rain",2,0.0467549554977653,0.250686170631488,0.186507916970401,0.621466726018251,0.242933458053563
"119","scraper_bio","dataset","costarica","rain",2,0.0198976422454762,0.158038278191881,0.125903942216566,0.52570665479635,0.051413314686393
"120","scraper_bio","dataset","puertorico","hydro",2,0.149001257060513,0.478486495111914,0.311401175545535,0.66045398909536,0.320907980177368
"121","scraper_bio","dataset","frenchguiana","hydro",2,0.119510758445851,0.257307194043207,0.464467225217896,0.639630618602581,0.279261237205162
"122","scraper_bio","dataset","costarica","hydro",2,0.20977019312591,0.302386737522849,0.693714925609327,0.540683437221728,0.0813668764596761
"123","scraper_bio","dataset","puertorico","rain",2,0.029137763361945,0.0691733550131263,0.421228135550398,0.498331293803538,-0.00333741241357645
"124","scraper_bio","dataset","frenchguiana","rain",2,0.147262457745721,0.28680707098311,0.513454766791276,0.669763043720102,0.339526089541177
"125","scraper_bio","dataset","colombia","rain",2,0.0981059243939639,0.336890799218763,0.291209865693774,0.733422340898976,0.466844693355783
"126","scraper_bio","dataset","puertorico","hydro",2,0.27861059261171,0.70675493507905,0.394211032400569,0.742296139726332,0.4845922824513
"127","scraper_bio","dataset","frenchguiana","hydro",2,0.152693175675725,0.258753372702812,0.59011086147696,0.656875834445928,0.313751668891856
"128","scraper_bio","dataset","colombia","hydro",2,0.0945161496827738,0.282709332466695,0.334322708267539,0.730195816644415,0.460391644686899
"129","scraper_bio","dataset","puertorico","rain",2,-0.0989628244223741,-0.155228077954608,0.637531725744316,0.433570713252476,-0.132858574317537
"130","scraper_bio","dataset","costarica","rain",2,0.0680411744103629,0.307236548511781,0.221461849965268,0.568439795237035,0.136879604035202
"131","scraper_bio","dataset","colombia","rain",2,0.101463534382947,0.339995953676441,0.298425711499807,0.736315086782376,0.472630185265816
"132","scraper_bio","dataset","puertorico","hydro",2,0.115120403298475,0.375432437963234,0.306634141479669,0.621481811102459,0.242963623708365
"133","scraper_bio","dataset","costarica","hydro",2,0.254668736642683,0.326436056557779,0.780148918989303,0.532780498664292,0.0655609989531453
"134","scraper_bio","dataset","colombia","hydro",2,0.0880013401758596,0.328542390226598,0.267853838024264,0.729750778816199,0.459501569008433
"135","scraper_bio","dataset","argentina","rain",2,0.0245522593387495,0.377569745679644,0.0650270833923788,0.686714142650495,0.373428306107071
"136","scraper_bio","dataset","macae","rain",2,-0.0144101648410027,-0.207422963850873,0.0694723697582629,0.384391445526817,-0.231221818207482
"137","scraper_bio","dataset","frenchguiana","rain",2,0.0658741851271917,0.238060418263433,0.276712044815013,0.624791365305441,0.249582732155977
"138","scraper_bio","dataset","argentina","hydro",2,0.0233945641849165,0.222073325285959,0.105346124550492,0.592466896628463,0.184933803560772
"139","scraper_bio","dataset","macae","hydro",2,0.000606876056718275,0.0182811820468119,0.0331967623955754,0.503782400711981,0.00756480147077328
"140","scraper_bio","dataset","frenchguiana","hydro",2,0.0786354775945681,0.267314501351749,0.294168394145945,0.638502614306374,0.277005230326845
"141","scraper_bio","dataset","argentina","rain",2,0.0593320189356271,0.338825348076514,0.17511092151886,0.668020474018026,0.336040966759045
"142","scraper_bio","dataset","macae","rain",2,-0.00929879110344345,-0.222081329844633,0.0418711069046139,0.378680998768335,-0.242642944336859
"143","scraper_bio","dataset","costarica","rain",2,0.0847953955971729,0.389751650838264,0.21756263357653,0.605600089067023,0.211200178134046
"144","scraper_bio","dataset","argentina","hydro",2,0.0545115887947739,0.352311631481801,0.154725487107824,0.683709803048848,0.367419626568995
"145","scraper_bio","dataset","macae","hydro",2,-2.02027591977849e-05,-0.000602520195299057,0.0335304266237208,0.487981304251057,-0.0240373920932523
"146","scraper_bio","dataset","costarica","hydro",2,0.11728722977636,0.462590958012033,0.253544146821196,0.5794569330069,0.158913881757942
"147","scraper_bio","dataset","argentina","rain",2,0.119097698268086,0.518202127461581,0.229828655570149,0.750612063209437,0.501224138833371
"148","scraper_bio","dataset","macae","rain",2,-0.00746963686265234,-0.0589066787153016,0.126804583547367,0.449048837468016,-0.101902325694534
"149","scraper_bio","dataset","colombia","rain",2,0.16496803107618,0.400011361347861,0.412408363903243,0.767133956386293,0.534267925999635
"150","scraper_bio","dataset","argentina","hydro",2,0.0651384314292234,0.309491321711362,0.210469330994595,0.669355736063202,0.33871149099819
"151","scraper_bio","dataset","macae","hydro",2,-0.00368416348193268,-0.12539069480351,0.0293814743407065,0.539270219156747,0.0785404387994991
"152","scraper_bio","dataset","colombia","hydro",2,0.15630310302749,0.330147398258589,0.473434301926756,0.727414330218069,0.454828671696482
"153","scraper_bio","dataset","argentina","rain",2,0.0606671984986207,0.361034942220103,0.16803691666397,0.680260376098809,0.360520772284538
"154","scraper_bio","dataset","frenchguiana","rain",2,0.076503987508329,0.186311794487929,0.410623426813086,0.610659841993991,0.221319685358109
"155","scraper_bio","dataset","costarica","rain",2,0.0974513548125943,0.275329772164481,0.353944123247148,0.581997327989312,0.163994655978624
"156","scraper_bio","dataset","argentina","hydro",2,0.0564471139911288,0.362623673370636,0.15566306928184,0.686602870813397,0.373205762420476
"157","scraper_bio","dataset","frenchguiana","hydro",2,0.107393719673621,0.262777562303673,0.408686794763374,0.647402380687507,0.294804763199253
"158","scraper_bio","dataset","costarica","hydro",2,0.0926349749424452,0.450618234090514,0.205573072579744,0.589806365457378,0.179612748709607
"159","scraper_bio","dataset","argentina","rain",2,0.108709057120095,0.392783217524414,0.276766043634077,0.719650606431512,0.439301237339308
"160","scraper_bio","dataset","frenchguiana","rain",2,0.0194560633013536,0.0293801088690613,0.662218897420146,0.532595394370898,0.0651907891451933
"161","scraper_bio","dataset","colombia","rain",2,0.2084485608278,0.448345595169001,0.464928312163359,0.784712950600801,0.56942591529907
"162","scraper_bio","dataset","argentina","hydro",2,0.0878103970585166,0.378585721288944,0.231943235364384,0.665127406253477,0.330254830907565
"163","scraper_bio","dataset","frenchguiana","hydro",2,0.068851842994226,0.263115842536892,0.261678819224168,0.641840026699299,0.283680055153998
"164","scraper_bio","dataset","colombia","hydro",2,0.130653574509079,0.33385084836134,0.391353130148907,0.724632843791722,0.449265698706065
"165","scraper_bio","dataset","argentina","rain",2,0.159274918980417,0.525617378717386,0.303024453584621,0.747384820832406,0.494769653919443
"166","scraper_bio","dataset","costarica","rain",2,0.0930078624493271,0.164116831908246,0.566717388874077,0.610505230358335,0.221010482612936
"167","scraper_bio","dataset","colombia","rain",2,0.213088081866028,0.406251677409497,0.524522343451737,0.768691588785047,0.537383190874269
"168","scraper_bio","dataset","argentina","hydro",2,0.0621536273227552,0.336286016061834,0.184823704686331,0.664014687882497,0.328029394041611
"169","scraper_bio","dataset","costarica","hydro",2,0.0927221584658642,0.413751345156179,0.224101164990447,0.598931671488983,0.197863362580967
"170","scraper_bio","dataset","colombia","hydro",2,0.189064980566125,0.333882099116888,0.566262704907504,0.726969292389853,0.453938596018016
"171","scraper_bio","dataset","macae","rain",2,-0.0145992240006694,-0.28826540815432,0.0506450777224502,0.444153965958394,-0.111692068774358
"172","scraper_bio","dataset","frenchguiana","rain",2,0.0378686824459931,0.225452609377713,0.167967372613327,0.601791077984203,0.203582157228163
"173","scraper_bio","dataset","costarica","rain",2,0.0245358603782952,0.343566339329915,0.0714152044875802,0.54952147785444,0.0990429655214064
"174","scraper_bio","dataset","macae","hydro",2,-0.00479132268121085,-0.0739475326600899,0.0647935435957659,0.461713967723984,-0.0765720688202506
"175","scraper_bio","dataset","frenchguiana","hydro",2,0.0569422216512261,0.261015565266743,0.218156421411246,0.641617532539771,0.283235066832188
"176","scraper_bio","dataset","costarica","hydro",2,0.0373071340426958,0.326256401870193,0.114349124887177,0.581348764745159,0.162697545609321
"177","scraper_bio","dataset","macae","rain",2,-0.0144313798410356,-0.15928308481816,0.0906020865775588,0.422349538324619,-0.155300924311757
"178","scraper_bio","dataset","frenchguiana","rain",2,0.0213317777828209,0.0367168873029865,0.580980016274033,0.547346166685212,0.0946923339566368
"179","scraper_bio","dataset","colombia","rain",2,0.0697499288761432,0.35028153887198,0.199125335296746,0.75,0.500000012378667
"180","scraper_bio","dataset","macae","hydro",2,-0.00246129678953744,-0.0442648950606748,0.0556038094332695,0.507008566025142,0.0140171321370211
"181","scraper_bio","dataset","frenchguiana","hydro",2,0.0714726751072148,0.0823811716966404,0.867585075997766,0.577214063195372,0.154428126390743
"182","scraper_bio","dataset","colombia","hydro",2,0.0345845953935467,0.206987598352076,0.167085350373118,0.740654205607477,0.481308423130867
"183","scraper_bio","dataset","macae","rain",2,-0.0294478949115908,-0.0651256930420033,0.452170157983551,0.451797111185757,-0.0964077411509161
"184","scraper_bio","dataset","costarica","rain",2,0.137646774868193,0.460631388618148,0.298821961050289,0.642896904920953,0.285793809841906
"185","scraper_bio","dataset","colombia","rain",2,0.148039462894547,0.325006972866684,0.455496267014775,0.719848687138407,0.439697385162549
"186","scraper_bio","dataset","macae","hydro",2,-0.00995752156120844,-0.285108987855112,0.0349253162312395,0.44726888419179,-0.105462232269016
"187","scraper_bio","dataset","costarica","hydro",2,0.0669263505194642,0.209708632868922,0.319139701613029,0.636211885154685,0.272423797299329
"188","scraper_bio","dataset","colombia","hydro",2,0.152117284478183,0.332120769300488,0.458017981828031,0.726969292389853,0.453938596018016
"189","scraper_bio","dataset","frenchguiana","rain",2,-0.0125654895606997,-0.110575639018034,0.113637051273566,0.429286747524202,-0.141426505827127
"190","scraper_bio","dataset","costarica","rain",2,0.12147326893099,0.335013620240017,0.362592030867168,0.589138660137992,0.178277337938531
"191","scraper_bio","dataset","colombia","rain",2,0.157148682818377,0.342442764340833,0.458904959259024,0.725300400534045,0.450600812223766
"192","scraper_bio","dataset","frenchguiana","hydro",2,0.130523360693329,0.209960707666227,0.621656128635366,0.616809433752364,0.233618868950351
"193","scraper_bio","dataset","costarica","hydro",2,0.124624038589913,0.39931359253799,0.31209565844683,0.552637436011574,0.10527488245309
"194","scraper_bio","dataset","colombia","hydro",2,0.153038864787739,0.336126795571915,0.455300995945132,0.727303070761015,0.454606152776866
"195","scraper_bio","dataset","puertorico","rain",3,0.0401822762277216,0.214128543131784,0.187654927456317,0.563981306331368,0.127962613454915
"196","scraper_bio","dataset","argentina","rain",3,0.0217312780476108,0.284312134742677,0.0764345780291059,0.640758873929009,0.281517763543173
"197","scraper_bio","dataset","macae","rain",3,-0.013655315327479,-0.220741916154528,0.0618609984246025,0.383271750083977,-0.233461254703438
"198","scraper_bio","dataset","frenchguiana","rain",3,0.0521240340351954,0.272859796394229,0.191028633474043,0.644176215374346,0.288352432533005
"199","scraper_bio","dataset","puertorico","hydro",3,0.133709583354918,0.672693218809981,0.198767550520957,0.727328363191276,0.454656729197201
"200","scraper_bio","dataset","argentina","hydro",3,0.0864249993137458,0.235750165314087,0.366595710330056,0.57399577167019,0.147991551585937
"201","scraper_bio","dataset","macae","hydro",3,0.0039800924039286,0.0431565253122687,0.0922245796001823,0.562047153536515,0.124164823124646
"202","scraper_bio","dataset","frenchguiana","hydro",3,0.0436867985328648,0.267855742258877,0.163098234013749,0.651852263878073,0.303704529635457
"203","scraper_bio","dataset","puertorico","rain",3,0.0527968446851329,0.242089675365954,0.218087965153089,0.573423072644343,0.146846146197364
"204","scraper_bio","dataset","argentina","rain",3,0.0391617749033707,0.364837673054939,0.1073402715664,0.679864127408397,0.3597283105904
"205","scraper_bio","dataset","macae","rain",3,-0.00905995600861731,-0.267584500129776,0.0338582989830252,0.3963721867652,-0.20725984770075
"206","scraper_bio","dataset","costarica","rain",3,0.053478324227444,0.370526531261183,0.144330620658706,0.606721566881816,0.213443154910177
"207","scraper_bio","dataset","puertorico","hydro",3,0.158019287828448,0.609391431140206,0.25930671117706,0.696283520640926,0.392567043712121
"208","scraper_bio","dataset","argentina","hydro",3,0.0476302853746593,0.195076832896074,0.244161670391861,0.654111494380772,0.308223005934621
"209","scraper_bio","dataset","macae","hydro",3,0.00764028122007376,0.121095862385797,0.0630928346315642,0.58691297574004,0.173825955785463
