"","d.dried","d.over","d.cvdepth","site"
"1",0.417245232813983,0.314599444988039,0.418641482426449,"argentina"
"2",NA,NA,NA,"cardoso"
"3",-0.158081138366525,-0.200252323348448,-0.202921233155946,"colombia"
"4",-0.19411940661703,-0.083025450569415,-0.213609376392447,"costarica"
"5",0.200767733542118,-0.079433486941819,0.268931649099242,"frenchguiana"
"6",0.561621569619474,0.140503252758373,0.551062217022575,"macae"
"7",0.118576861373301,0.2244552806396,0.117206083976218,"puertorico"
