"X","site_brom.id","site","trt.name","mu.scalar","k.scalar","intended.mu","intended.k","temporal.block","maxvol","leaf.number","mean.diam","catchment.area","turbidity.initial","oxygen.percent.initial","oxygen.conc.initial","ph.initial","chlorophyll.initial","bacteria.per.ml..initial","amoeba.per.ml.initial","algae.per.ml.initial","ciliates.per.ml.initial","flagellates.per.ml.initial","rotifers.per.ml.initial","leafpack1.species1.mass.initial","leafpack2.species1.mass.initial","leafpack1.species2.mass.initial","leafpack2.species2.mass.initial","co2.final","methane.final","turbidity.final","oxygen.percent.final","oxygen.conc.final","ph.final","chlorophyll.final","bacteria.per.ml.final","amoeba.per.ml.final","algae.per.ml.final","ciliates.per.ml.final","flagellates.per.ml.final","rotifers.per.ml.final","leafpack1.species1.mass.final","leafpack2.species1.mass.final","leafpack1.species2.mass.final","leafpack2.species2.mass.final","water.volume.final","fpom.final","n15.bromeliad.final","final.bromeliad.percentn","final.bromeliad.percentc","species1","species2","decomp","sample_size_species","functional_group","engulfer_bio","filter.feeder_bio","gatherer_bio","piercer_bio","scraper_bio","shredder_bio","engulfer_abd","filter.feeder_abd","gatherer_abd","piercer_abd","scraper_abd","shredder_abd","predator_bio","prey_bio","predator_abd","prey_abd","cv.depth","wetness","prop.overflow.days","prop.driedout.days","n_driedout","n_overflow","days_last_catastrophe","type_catastrophe","mu.scalar.2","k.scalar.2","intended.mu.2","intended.k.2","detritivore_bio","PDratio"
135,"cardoso_DEC39","cardoso","mu0.4k1",0.4,1,3.02,0.19,"a",945,39,99,NA,45.47,NA,NA,5.2,-4.91232,834779,NA,NA,NA,NA,NA,210.7,221.1,NA,NA,NA,NA,276.6,NA,NA,4.73333,50.4288,6.99127e+006,NA,NA,NA,NA,NA,164.2,161.8,NA,NA,532,110,4.96839,0.668517,NA,0.244449,NA,0.244449,1,"filter.feeder",0,3.36507,0,0,0,0,0,28,0,0,0,0,0,50.5311,221,451,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,9.1204,0.0361,0,NaN
136,"cardoso_DEC39","cardoso","mu0.4k1",0.4,1,3.02,0.19,"a",945,39,99,NA,45.47,NA,NA,5.2,-4.91232,834779,NA,NA,NA,NA,NA,210.7,221.1,NA,NA,NA,NA,276.6,NA,NA,4.73333,50.4288,6.99127e+006,NA,NA,NA,NA,NA,164.2,161.8,NA,NA,532,110,4.96839,0.668517,NA,0.244449,NA,0.244449,1,"gatherer",0,0,13.1475,0,0,0,0,0,335,0,0,0,0,50.5311,221,451,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,9.1204,0.0361,13.1475,0
137,"cardoso_DEC39","cardoso","mu0.4k1",0.4,1,3.02,0.19,"a",945,39,99,NA,45.47,NA,NA,5.2,-4.91232,834779,NA,NA,NA,NA,NA,210.7,221.1,NA,NA,NA,NA,276.6,NA,NA,4.73333,50.4288,6.99127e+006,NA,NA,NA,NA,NA,164.2,161.8,NA,NA,532,110,4.96839,0.668517,NA,0.244449,NA,0.244449,1,"piercer",0,0,0,0.132692,0,0,0,0,0,6,0,0,0.132692,50.5311,221,451,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,9.1204,0.0361,0,Inf
138,"cardoso_DEC39","cardoso","mu0.4k1",0.4,1,3.02,0.19,"a",945,39,99,NA,45.47,NA,NA,5.2,-4.91232,834779,NA,NA,NA,NA,NA,210.7,221.1,NA,NA,NA,NA,276.6,NA,NA,4.73333,50.4288,6.99127e+006,NA,NA,NA,NA,NA,164.2,161.8,NA,NA,532,110,4.96839,0.668517,NA,0.244449,NA,0.244449,1,"scraper",0,0,0,0,32.1558,0,0,0,0,0,84,0,0,50.5311,221,451,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,9.1204,0.0361,32.1558,0
139,"cardoso_DEC39","cardoso","mu0.4k1",0.4,1,3.02,0.19,"a",945,39,99,NA,45.47,NA,NA,5.2,-4.91232,834779,NA,NA,NA,NA,NA,210.7,221.1,NA,NA,NA,NA,276.6,NA,NA,4.73333,50.4288,6.99127e+006,NA,NA,NA,NA,NA,164.2,161.8,NA,NA,532,110,4.96839,0.668517,NA,0.244449,NA,0.244449,1,"shredder",0,0,0,0,0,1.86263,0,0,0,0,0,4,0,50.5311,221,451,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,9.1204,0.0361,1.86263,0
140,"cardoso_DEC22","cardoso","mu2.5k1",2.5,1,18.89,0.19,"a",1040,29,63,NA,54.8,NA,NA,5.4,-2.21544,2.40801e+006,NA,NA,NA,NA,NA,289.5,234.8,NA,NA,NA,NA,282.1,NA,NA,5.83333,123.971,7.21602e+006,NA,NA,NA,NA,NA,227.1,180.6,NA,NA,385,88,3.34694,0.460543,NA,0.223189,NA,0.223189,1,"engulfer",1.55524,0,0,0,0,0,175,0,0,0,0,0,1.55524,21.7968,190,202,NA,NA,NA,NA,NA,NA,NA,NA,6.25,1,356.832,0.0361,0,Inf
141,"cardoso_DEC22","cardoso","mu2.5k1",2.5,1,18.89,0.19,"a",1040,29,63,NA,54.8,NA,NA,5.4,-2.21544,2.40801e+006,NA,NA,NA,NA,NA,289.5,234.8,NA,NA,NA,NA,282.1,NA,NA,5.83333,123.971,7.21602e+006,NA,NA,NA,NA,NA,227.1,180.6,NA,NA,385,88,3.34694,0.460543,NA,0.223189,NA,0.223189,1,"filter.feeder",0,2.01875,0,0,0,0,0,17,0,0,0,0,0,21.7968,190,202,NA,NA,NA,NA,NA,NA,NA,NA,6.25,1,356.832,0.0361,0,NaN
142,"cardoso_DEC22","cardoso","mu2.5k1",2.5,1,18.89,0.19,"a",1040,29,63,NA,54.8,NA,NA,5.4,-2.21544,2.40801e+006,NA,NA,NA,NA,NA,289.5,234.8,NA,NA,NA,NA,282.1,NA,NA,5.83333,123.971,7.21602e+006,NA,NA,NA,NA,NA,227.1,180.6,NA,NA,385,88,3.34694,0.460543,NA,0.223189,NA,0.223189,1,"gatherer",0,0,4.04036,0,0,0,0,0,151,0,0,0,0,21.7968,190,202,NA,NA,NA,NA,NA,NA,NA,NA,6.25,1,356.832,0.0361,4.04036,0
143,"cardoso_DEC22","cardoso","mu2.5k1",2.5,1,18.89,0.19,"a",1040,29,63,NA,54.8,NA,NA,5.4,-2.21544,2.40801e+006,NA,NA,NA,NA,NA,289.5,234.8,NA,NA,NA,NA,282.1,NA,NA,5.83333,123.971,7.21602e+006,NA,NA,NA,NA,NA,227.1,180.6,NA,NA,385,88,3.34694,0.460543,NA,0.223189,NA,0.223189,1,"piercer",0,0,0,1.4,0,0,0,0,0,15,0,0,1.4,21.7968,190,202,NA,NA,NA,NA,NA,NA,NA,NA,6.25,1,356.832,0.0361,0,Inf
144,"cardoso_DEC22","cardoso","mu2.5k1",2.5,1,18.89,0.19,"a",1040,29,63,NA,54.8,NA,NA,5.4,-2.21544,2.40801e+006,NA,NA,NA,NA,NA,289.5,234.8,NA,NA,NA,NA,282.1,NA,NA,5.83333,123.971,7.21602e+006,NA,NA,NA,NA,NA,227.1,180.6,NA,NA,385,88,3.34694,0.460543,NA,0.223189,NA,0.223189,1,"scraper",0,0,0,0,13.05,0,0,0,0,0,29,0,0,21.7968,190,202,NA,NA,NA,NA,NA,NA,NA,NA,6.25,1,356.832,0.0361,13.05,0
145,"cardoso_DEC22","cardoso","mu2.5k1",2.5,1,18.89,0.19,"a",1040,29,63,NA,54.8,NA,NA,5.4,-2.21544,2.40801e+006,NA,NA,NA,NA,NA,289.5,234.8,NA,NA,NA,NA,282.1,NA,NA,5.83333,123.971,7.21602e+006,NA,NA,NA,NA,NA,227.1,180.6,NA,NA,385,88,3.34694,0.460543,NA,0.223189,NA,0.223189,1,"shredder",0,0,0,0,0,2.68772,0,0,0,0,0,5,0,21.7968,190,202,NA,NA,NA,NA,NA,NA,NA,NA,6.25,1,356.832,0.0361,2.68772,0
146,"cardoso_DEC07","cardoso","mu0.4k2",0.4,2,3.02,0.39,"a",948,28,89,NA,47.89,NA,NA,5.4,-4.81644,505683,NA,NA,NA,NA,NA,235.1,259.3,NA,NA,NA,NA,309.1,NA,NA,5.13333,59.8944,5.81937e+006,NA,NA,NA,NA,NA,175.6,200.7,NA,NA,737,412.5,5.19772,0.640471,NA,0.239538,NA,0.239538,1,"engulfer",5.77168,0,0,0,0,0,218,0,0,0,0,0,5.77168,21.1283,242,198,NA,NA,NA,NA,NA,NA,NA,NA,0.16,4,9.1204,0.1521,0,Inf
147,"cardoso_DEC07","cardoso","mu0.4k2",0.4,2,3.02,0.39,"a",948,28,89,NA,47.89,NA,NA,5.4,-4.81644,505683,NA,NA,NA,NA,NA,235.1,259.3,NA,NA,NA,NA,309.1,NA,NA,5.13333,59.8944,5.81937e+006,NA,NA,NA,NA,NA,175.6,200.7,NA,NA,737,412.5,5.19772,0.640471,NA,0.239538,NA,0.239538,1,"filter.feeder",0,4.19779,0,0,0,0,0,34,0,0,0,0,0,21.1283,242,198,NA,NA,NA,NA,NA,NA,NA,NA,0.16,4,9.1204,0.1521,0,NaN
148,"cardoso_DEC07","cardoso","mu0.4k2",0.4,2,3.02,0.39,"a",948,28,89,NA,47.89,NA,NA,5.4,-4.81644,505683,NA,NA,NA,NA,NA,235.1,259.3,NA,NA,NA,NA,309.1,NA,NA,5.13333,59.8944,5.81937e+006,NA,NA,NA,NA,NA,175.6,200.7,NA,NA,737,412.5,5.19772,0.640471,NA,0.239538,NA,0.239538,1,"gatherer",0,0,6.16766,0,0,0,0,0,141,0,0,0,0,21.1283,242,198,NA,NA,NA,NA,NA,NA,NA,NA,0.16,4,9.1204,0.1521,6.16766,0
149,"cardoso_DEC07","cardoso","mu0.4k2",0.4,2,3.02,0.39,"a",948,28,89,NA,47.89,NA,NA,5.4,-4.81644,505683,NA,NA,NA,NA,NA,235.1,259.3,NA,NA,NA,NA,309.1,NA,NA,5.13333,59.8944,5.81937e+006,NA,NA,NA,NA,NA,175.6,200.7,NA,NA,737,412.5,5.19772,0.640471,NA,0.239538,NA,0.239538,1,"piercer",0,0,0,15.8596,0,0,0,0,0,24,0,0,15.8596,21.1283,242,198,NA,NA,NA,NA,NA,NA,NA,NA,0.16,4,9.1204,0.1521,0,Inf
150,"cardoso_DEC07","cardoso","mu0.4k2",0.4,2,3.02,0.39,"a",948,28,89,NA,47.89,NA,NA,5.4,-4.81644,505683,NA,NA,NA,NA,NA,235.1,259.3,NA,NA,NA,NA,309.1,NA,NA,5.13333,59.8944,5.81937e+006,NA,NA,NA,NA,NA,175.6,200.7,NA,NA,737,412.5,5.19772,0.640471,NA,0.239538,NA,0.239538,1,"scraper",0,0,0,0,6.75,0,0,0,0,0,15,0,0,21.1283,242,198,NA,NA,NA,NA,NA,NA,NA,NA,0.16,4,9.1204,0.1521,6.75,0
151,"cardoso_DEC07","cardoso","mu0.4k2",0.4,2,3.02,0.39,"a",948,28,89,NA,47.89,NA,NA,5.4,-4.81644,505683,NA,NA,NA,NA,NA,235.1,259.3,NA,NA,NA,NA,309.1,NA,NA,5.13333,59.8944,5.81937e+006,NA,NA,NA,NA,NA,175.6,200.7,NA,NA,737,412.5,5.19772,0.640471,NA,0.239538,NA,0.239538,1,"shredder",0,0,0,0,0,4.01281,0,0,0,0,0,8,0,21.1283,242,198,NA,NA,NA,NA,NA,NA,NA,NA,0.16,4,9.1204,0.1521,4.01281,0
152,"cardoso_DEC51","cardoso","mu0.6k2",0.6,2,4.53,0.39,"a",1315,36,86.5,NA,51.74,NA,NA,5.6,-2.295,537790,NA,NA,NA,NA,NA,237.3,239.3,NA,NA,NA,NA,678,NA,NA,4.8,410.856,1.06755e+007,NA,NA,NA,NA,NA,182.5,185.5,NA,NA,883,242,-1.58636,0.384696,NA,0.227877,NA,0.227877,1,"engulfer",6.14294,0,0,0,0,0,153,0,0,0,0,0,6.14294,50.2697,164,526,NA,NA,NA,NA,NA,NA,NA,NA,0.36,4,20.5209,0.1521,0,Inf
153,"cardoso_DEC51","cardoso","mu0.6k2",0.6,2,4.53,0.39,"a",1315,36,86.5,NA,51.74,NA,NA,5.6,-2.295,537790,NA,NA,NA,NA,NA,237.3,239.3,NA,NA,NA,NA,678,NA,NA,4.8,410.856,1.06755e+007,NA,NA,NA,NA,NA,182.5,185.5,NA,NA,883,242,-1.58636,0.384696,NA,0.227877,NA,0.227877,1,"filter.feeder",0,6.69007,0,0,0,0,0,56,0,0,0,0,0,50.2697,164,526,NA,NA,NA,NA,NA,NA,NA,NA,0.36,4,20.5209,0.1521,0,NaN
154,"cardoso_DEC51","cardoso","mu0.6k2",0.6,2,4.53,0.39,"a",1315,36,86.5,NA,51.74,NA,NA,5.6,-2.295,537790,NA,NA,NA,NA,NA,237.3,239.3,NA,NA,NA,NA,678,NA,NA,4.8,410.856,1.06755e+007,NA,NA,NA,NA,NA,182.5,185.5,NA,NA,883,242,-1.58636,0.384696,NA,0.227877,NA,0.227877,1,"gatherer",0,0,19.3514,0,0,0,0,0,414,0,0,0,0,50.2697,164,526,NA,NA,NA,NA,NA,NA,NA,NA,0.36,4,20.5209,0.1521,19.3514,0
155,"cardoso_DEC51","cardoso","mu0.6k2",0.6,2,4.53,0.39,"a",1315,36,86.5,NA,51.74,NA,NA,5.6,-2.295,537790,NA,NA,NA,NA,NA,237.3,239.3,NA,NA,NA,NA,678,NA,NA,4.8,410.856,1.06755e+007,NA,NA,NA,NA,NA,182.5,185.5,NA,NA,883,242,-1.58636,0.384696,NA,0.227877,NA,0.227877,1,"piercer",0,0,0,0.741795,0,0,0,0,0,11,0,0,0.741795,50.2697,164,526,NA,NA,NA,NA,NA,NA,NA,NA,0.36,4,20.5209,0.1521,0,Inf
156,"cardoso_DEC51","cardoso","mu0.6k2",0.6,2,4.53,0.39,"a",1315,36,86.5,NA,51.74,NA,NA,5.6,-2.295,537790,NA,NA,NA,NA,NA,237.3,239.3,NA,NA,NA,NA,678,NA,NA,4.8,410.856,1.06755e+007,NA,NA,NA,NA,NA,182.5,185.5,NA,NA,883,242,-1.58636,0.384696,NA,0.227877,NA,0.227877,1,"scraper",0,0,0,0,21.2905,0,0,0,0,0,50,0,0,50.2697,164,526,NA,NA,NA,NA,NA,NA,NA,NA,0.36,4,20.5209,0.1521,21.2905,0
157,"cardoso_DEC51","cardoso","mu0.6k2",0.6,2,4.53,0.39,"a",1315,36,86.5,NA,51.74,NA,NA,5.6,-2.295,537790,NA,NA,NA,NA,NA,237.3,239.3,NA,NA,NA,NA,678,NA,NA,4.8,410.856,1.06755e+007,NA,NA,NA,NA,NA,182.5,185.5,NA,NA,883,242,-1.58636,0.384696,NA,0.227877,NA,0.227877,1,"shredder",0,0,0,0,0,2.93772,0,0,0,0,0,6,0,50.2697,164,526,NA,NA,NA,NA,NA,NA,NA,NA,0.36,4,20.5209,0.1521,2.93772,0
158,"cardoso_DEC23","cardoso","mu1.5k2",1.5,2,11.33,0.39,"a",1300,32,62,NA,56.84,NA,NA,5.2,-2.04204,890966,NA,NA,NA,NA,NA,219.6,198.3,NA,NA,NA,NA,118.9,NA,NA,5.23333,31.8648,6.8789e+006,NA,NA,NA,NA,NA,164.6,157,NA,NA,762,462,4.62667,0.534248,NA,0.229363,NA,0.229363,1,"engulfer",5.37711,0,0,0,0,0,239,0,0,0,0,0,5.37711,23.2282,252,243,NA,NA,NA,NA,NA,NA,NA,NA,2.25,4,128.369,0.1521,0,Inf
159,"cardoso_DEC23","cardoso","mu1.5k2",1.5,2,11.33,0.39,"a",1300,32,62,NA,56.84,NA,NA,5.2,-2.04204,890966,NA,NA,NA,NA,NA,219.6,198.3,NA,NA,NA,NA,118.9,NA,NA,5.23333,31.8648,6.8789e+006,NA,NA,NA,NA,NA,164.6,157,NA,NA,762,462,4.62667,0.534248,NA,0.229363,NA,0.229363,1,"filter.feeder",0,1.6625,0,0,0,0,0,14,0,0,0,0,0,23.2282,252,243,NA,NA,NA,NA,NA,NA,NA,NA,2.25,4,128.369,0.1521,0,NaN
160,"cardoso_DEC23","cardoso","mu1.5k2",1.5,2,11.33,0.39,"a",1300,32,62,NA,56.84,NA,NA,5.2,-2.04204,890966,NA,NA,NA,NA,NA,219.6,198.3,NA,NA,NA,NA,118.9,NA,NA,5.23333,31.8648,6.8789e+006,NA,NA,NA,NA,NA,164.6,157,NA,NA,762,462,4.62667,0.534248,NA,0.229363,NA,0.229363,1,"gatherer",0,0,6.30289,0,0,0,0,0,196,0,0,0,0,23.2282,252,243,NA,NA,NA,NA,NA,NA,NA,NA,2.25,4,128.369,0.1521,6.30289,0
161,"cardoso_DEC23","cardoso","mu1.5k2",1.5,2,11.33,0.39,"a",1300,32,62,NA,56.84,NA,NA,5.2,-2.04204,890966,NA,NA,NA,NA,NA,219.6,198.3,NA,NA,NA,NA,118.9,NA,NA,5.23333,31.8648,6.8789e+006,NA,NA,NA,NA,NA,164.6,157,NA,NA,762,462,4.62667,0.534248,NA,0.229363,NA,0.229363,1,"piercer",0,0,0,0.803333,0,0,0,0,0,13,0,0,0.803333,23.2282,252,243,NA,NA,NA,NA,NA,NA,NA,NA,2.25,4,128.369,0.1521,0,Inf
162,"cardoso_DEC23","cardoso","mu1.5k2",1.5,2,11.33,0.39,"a",1300,32,62,NA,56.84,NA,NA,5.2,-2.04204,890966,NA,NA,NA,NA,NA,219.6,198.3,NA,NA,NA,NA,118.9,NA,NA,5.23333,31.8648,6.8789e+006,NA,NA,NA,NA,NA,164.6,157,NA,NA,762,462,4.62667,0.534248,NA,0.229363,NA,0.229363,1,"scraper",0,0,0,0,11.25,0,0,0,0,0,25,0,0,23.2282,252,243,NA,NA,NA,NA,NA,NA,NA,NA,2.25,4,128.369,0.1521,11.25,0
163,"cardoso_DEC23","cardoso","mu1.5k2",1.5,2,11.33,0.39,"a",1300,32,62,NA,56.84,NA,NA,5.2,-2.04204,890966,NA,NA,NA,NA,NA,219.6,198.3,NA,NA,NA,NA,118.9,NA,NA,5.23333,31.8648,6.8789e+006,NA,NA,NA,NA,NA,164.6,157,NA,NA,762,462,4.62667,0.534248,NA,0.229363,NA,0.229363,1,"shredder",0,0,0,0,0,4.01281,0,0,0,0,0,8,0,23.2282,252,243,NA,NA,NA,NA,NA,NA,NA,NA,2.25,4,128.369,0.1521,4.01281,0
164,"cardoso_DEC53","cardoso","mu2k2",2,2,15.11,0.39,"a",960,34,103,NA,49.4,NA,NA,5.6,-5.2836,1.40468e+006,NA,NA,NA,NA,NA,199.7,204.3,NA,NA,NA,NA,131.9,NA,NA,4.96667,15.504,2.95383e+006,NA,NA,NA,NA,NA,154.5,153.7,NA,NA,629,264,0.183225,0.582559,NA,0.237007,NA,0.237007,1,"engulfer",5.05273,0,0,0,0,0,164,0,0,0,0,0,5.05273,34.9288,172,390,NA,NA,NA,NA,NA,NA,NA,NA,4,4,228.312,0.1521,0,Inf
165,"cardoso_DEC53","cardoso","mu2k2",2,2,15.11,0.39,"a",960,34,103,NA,49.4,NA,NA,5.6,-5.2836,1.40468e+006,NA,NA,NA,NA,NA,199.7,204.3,NA,NA,NA,NA,131.9,NA,NA,4.96667,15.504,2.95383e+006,NA,NA,NA,NA,NA,154.5,153.7,NA,NA,629,264,0.183225,0.582559,NA,0.237007,NA,0.237007,1,"filter.feeder",0,0.475,0,0,0,0,0,4,0,0,0,0,0,34.9288,172,390,NA,NA,NA,NA,NA,NA,NA,NA,4,4,228.312,0.1521,0,NaN
166,"cardoso_DEC53","cardoso","mu2k2",2,2,15.11,0.39,"a",960,34,103,NA,49.4,NA,NA,5.6,-5.2836,1.40468e+006,NA,NA,NA,NA,NA,199.7,204.3,NA,NA,NA,NA,131.9,NA,NA,4.96667,15.504,2.95383e+006,NA,NA,NA,NA,NA,154.5,153.7,NA,NA,629,264,0.183225,0.582559,NA,0.237007,NA,0.237007,1,"gatherer",0,0,23.0817,0,0,0,0,0,358,0,0,0,0,34.9288,172,390,NA,NA,NA,NA,NA,NA,NA,NA,4,4,228.312,0.1521,23.0817,0
167,"cardoso_DEC53","cardoso","mu2k2",2,2,15.11,0.39,"a",960,34,103,NA,49.4,NA,NA,5.6,-5.2836,1.40468e+006,NA,NA,NA,NA,NA,199.7,204.3,NA,NA,NA,NA,131.9,NA,NA,4.96667,15.504,2.95383e+006,NA,NA,NA,NA,NA,154.5,153.7,NA,NA,629,264,0.183225,0.582559,NA,0.237007,NA,0.237007,1,"piercer",0,0,0,0.473333,0,0,0,0,0,8,0,0,0.473333,34.9288,172,390,NA,NA,NA,NA,NA,NA,NA,NA,4,4,228.312,0.1521,0,Inf
168,"cardoso_DEC53","cardoso","mu2k2",2,2,15.11,0.39,"a",960,34,103,NA,49.4,NA,NA,5.6,-5.2836,1.40468e+006,NA,NA,NA,NA,NA,199.7,204.3,NA,NA,NA,NA,131.9,NA,NA,4.96667,15.504,2.95383e+006,NA,NA,NA,NA,NA,154.5,153.7,NA,NA,629,264,0.183225,0.582559,NA,0.237007,NA,0.237007,1,"scraper",0,0,0,0,6.53422,0,0,0,0,0,19,0,0,34.9288,172,390,NA,NA,NA,NA,NA,NA,NA,NA,4,4,228.312,0.1521,6.53422,0
169,"cardoso_DEC53","cardoso","mu2k2",2,2,15.11,0.39,"a",960,34,103,NA,49.4,NA,NA,5.6,-5.2836,1.40468e+006,NA,NA,NA,NA,NA,199.7,204.3,NA,NA,NA,NA,131.9,NA,NA,4.96667,15.504,2.95383e+006,NA,NA,NA,NA,NA,154.5,153.7,NA,NA,629,264,0.183225,0.582559,NA,0.237007,NA,0.237007,1,"shredder",0,0,0,0,0,4.83789,0,0,0,0,0,9,0,34.9288,172,390,NA,NA,NA,NA,NA,NA,NA,NA,4,4,228.312,0.1521,4.83789,0
170,"cardoso_DEC35","cardoso","mu2.5k2",2.5,2,18.89,0.39,"a",850,36,92,NA,56.24,NA,NA,5.7,-2.60508,473576,NA,NA,NA,NA,NA,255.7,166.5,NA,NA,NA,NA,119.2,NA,NA,4.66667,30.7632,666217,NA,NA,NA,NA,NA,195.4,133.9,NA,NA,564,528,4.7775,0.550633,NA,0.21581,NA,0.21581,1,"engulfer",5.96187,0,0,0,0,0,148,0,0,0,0,0,5.96187,12.1034,154,122,NA,NA,NA,NA,NA,NA,NA,NA,6.25,4,356.832,0.1521,0,Inf
171,"cardoso_DEC35","cardoso","mu2.5k2",2.5,2,18.89,0.39,"a",850,36,92,NA,56.24,NA,NA,5.7,-2.60508,473576,NA,NA,NA,NA,NA,255.7,166.5,NA,NA,NA,NA,119.2,NA,NA,4.66667,30.7632,666217,NA,NA,NA,NA,NA,195.4,133.9,NA,NA,564,528,4.7775,0.550633,NA,0.21581,NA,0.21581,1,"filter.feeder",0,0.35625,0,0,0,0,0,3,0,0,0,0,0,12.1034,154,122,NA,NA,NA,NA,NA,NA,NA,NA,6.25,4,356.832,0.1521,0,NaN
172,"cardoso_DEC35","cardoso","mu2.5k2",2.5,2,18.89,0.39,"a",850,36,92,NA,56.24,NA,NA,5.7,-2.60508,473576,NA,NA,NA,NA,NA,255.7,166.5,NA,NA,NA,NA,119.2,NA,NA,4.66667,30.7632,666217,NA,NA,NA,NA,NA,195.4,133.9,NA,NA,564,528,4.7775,0.550633,NA,0.21581,NA,0.21581,1,"gatherer",0,0,2.46255,0,0,0,0,0,98,0,0,0,0,12.1034,154,122,NA,NA,NA,NA,NA,NA,NA,NA,6.25,4,356.832,0.1521,2.46255,0
173,"cardoso_DEC35","cardoso","mu2.5k2",2.5,2,18.89,0.39,"a",850,36,92,NA,56.24,NA,NA,5.7,-2.60508,473576,NA,NA,NA,NA,NA,255.7,166.5,NA,NA,NA,NA,119.2,NA,NA,4.66667,30.7632,666217,NA,NA,NA,NA,NA,195.4,133.9,NA,NA,564,528,4.7775,0.550633,NA,0.21581,NA,0.21581,1,"piercer",0,0,0,0.15,0,0,0,0,0,6,0,0,0.15,12.1034,154,122,NA,NA,NA,NA,NA,NA,NA,NA,6.25,4,356.832,0.1521,0,Inf
174,"cardoso_DEC35","cardoso","mu2.5k2",2.5,2,18.89,0.39,"a",850,36,92,NA,56.24,NA,NA,5.7,-2.60508,473576,NA,NA,NA,NA,NA,255.7,166.5,NA,NA,NA,NA,119.2,NA,NA,4.66667,30.7632,666217,NA,NA,NA,NA,NA,195.4,133.9,NA,NA,564,528,4.7775,0.550633,NA,0.21581,NA,0.21581,1,"scraper",0,0,0,0,6.34684,0,0,0,0,0,15,0,0,12.1034,154,122,NA,NA,NA,NA,NA,NA,NA,NA,6.25,4,356.832,0.1521,6.34684,0
175,"cardoso_DEC35","cardoso","mu2.5k2",2.5,2,18.89,0.39,"a",850,36,92,NA,56.24,NA,NA,5.7,-2.60508,473576,NA,NA,NA,NA,NA,255.7,166.5,NA,NA,NA,NA,119.2,NA,NA,4.66667,30.7632,666217,NA,NA,NA,NA,NA,195.4,133.9,NA,NA,564,528,4.7775,0.550633,NA,0.21581,NA,0.21581,1,"shredder",0,0,0,0,0,2.93772,0,0,0,0,0,6,0,12.1034,154,122,NA,NA,NA,NA,NA,NA,NA,NA,6.25,4,356.832,0.1521,2.93772,0
176,"cardoso_DEC31","cardoso","mu0.2k0.5",0.2,0.5,1.51,0.1,"b",855,32,99,NA,34.41,NA,NA,5.9,-4.16772,1.22809e+006,NA,NA,NA,NA,NA,218.3,219.9,NA,NA,NA,NA,434,NA,NA,5,172.584,7.63341e+006,NA,NA,NA,NA,NA,171.5,178.5,NA,NA,448,264,12.6189,0.513144,NA,0.201326,NA,0.201326,1,"engulfer",6.41918,0,0,0,0,0,98,0,0,0,0,0,6.41918,25.7979,106,222,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.25,2.2801,0.01,0,Inf
177,"cardoso_DEC31","cardoso","mu0.2k0.5",0.2,0.5,1.51,0.1,"b",855,32,99,NA,34.41,NA,NA,5.9,-4.16772,1.22809e+006,NA,NA,NA,NA,NA,218.3,219.9,NA,NA,NA,NA,434,NA,NA,5,172.584,7.63341e+006,NA,NA,NA,NA,NA,171.5,178.5,NA,NA,448,264,12.6189,0.513144,NA,0.201326,NA,0.201326,1,"filter.feeder",0,1.30625,0,0,0,0,0,11,0,0,0,0,0,25.7979,106,222,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.25,2.2801,0.01,0,NaN
178,"cardoso_DEC31","cardoso","mu0.2k0.5",0.2,0.5,1.51,0.1,"b",855,32,99,NA,34.41,NA,NA,5.9,-4.16772,1.22809e+006,NA,NA,NA,NA,NA,218.3,219.9,NA,NA,NA,NA,434,NA,NA,5,172.584,7.63341e+006,NA,NA,NA,NA,NA,171.5,178.5,NA,NA,448,264,12.6189,0.513144,NA,0.201326,NA,0.201326,1,"gatherer",0,0,6.06657,0,0,0,0,0,170,0,0,0,0,25.7979,106,222,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.25,2.2801,0.01,6.06657,0
179,"cardoso_DEC31","cardoso","mu0.2k0.5",0.2,0.5,1.51,0.1,"b",855,32,99,NA,34.41,NA,NA,5.9,-4.16772,1.22809e+006,NA,NA,NA,NA,NA,218.3,219.9,NA,NA,NA,NA,434,NA,NA,5,172.584,7.63341e+006,NA,NA,NA,NA,NA,171.5,178.5,NA,NA,448,264,12.6189,0.513144,NA,0.201326,NA,0.201326,1,"piercer",0,0,0,0.2,0,0,0,0,0,8,0,0,0.2,25.7979,106,222,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.25,2.2801,0.01,0,Inf
