"X","site_brom.id","site","trt.name","mu.scalar","k.scalar","intended.mu","intended.k","temporal.block","maxvol","leaf.number","mean.diam","catchment.area","turbidity.initial","oxygen.percent.initial","oxygen.conc.initial","ph.initial","chlorophyll.initial","bacteria.per.ml..initial","amoeba.per.ml.initial","algae.per.ml.initial","ciliates.per.ml.initial","flagellates.per.ml.initial","rotifers.per.ml.initial","leafpack1.species1.mass.initial","leafpack2.species1.mass.initial","leafpack1.species2.mass.initial","leafpack2.species2.mass.initial","co2.final","methane.final","turbidity.final","oxygen.percent.final","oxygen.conc.final","ph.final","chlorophyll.final","bacteria.per.ml.final","amoeba.per.ml.final","algae.per.ml.final","ciliates.per.ml.final","flagellates.per.ml.final","rotifers.per.ml.final","leafpack1.species1.mass.final","leafpack2.species1.mass.final","leafpack1.species2.mass.final","leafpack2.species2.mass.final","water.volume.final","fpom.final","n15.bromeliad.final","final.bromeliad.percentn","final.bromeliad.percentc","species1","species2","decomp","sample_size_species","functional_group","engulfer_bio","filter.feeder_bio","gatherer_bio","piercer_bio","scraper_bio","shredder_bio","engulfer_abd","filter.feeder_abd","gatherer_abd","piercer_abd","scraper_abd","shredder_abd","predator_bio","prey_bio","predator_abd","prey_abd","cv.depth","wetness","prop.overflow.days","prop.driedout.days","n_driedout","n_overflow","days_last_catastrophe","type_catastrophe","mu.scalar.2","k.scalar.2","intended.mu.2","intended.k.2","detritivore_bio","PDratio"
507,"frenchguiana_85","frenchguiana","mu1k2",1,2,8.16,0.61,"b",208,15,57.5,894,NA,NA,NA,NA,NA,1.52003e+007,NA,NA,NA,NA,NA,732,NA,400,NA,18.3388,NA,NA,18.6,NA,5.045,644.58,4.2625e+006,NA,NA,0,0,14,687.4,NA,374.3,NA,37,200.54,5.15495,0.621128,46.0009,0.060929,0.06425,0.0625895,2,"filter.feeder",0,0.1131,0,0,0,0,0,3,0,0,0,0,0,3.1839,12,37,18.1251,0.746674,0.2,0,NA,12,4,"overflow",1,4,66.5856,0.3721,0,NaN
508,"frenchguiana_85","frenchguiana","mu1k2",1,2,8.16,0.61,"b",208,15,57.5,894,NA,NA,NA,NA,NA,1.52003e+007,NA,NA,NA,NA,NA,732,NA,400,NA,18.3388,NA,NA,18.6,NA,5.045,644.58,4.2625e+006,NA,NA,0,0,14,687.4,NA,374.3,NA,37,200.54,5.15495,0.621128,46.0009,0.060929,0.06425,0.0625895,2,"gatherer",0,0,0.09,0,0,0,0,0,3,0,0,0,0,3.1839,12,37,18.1251,0.746674,0.2,0,NA,12,4,"overflow",1,4,66.5856,0.3721,0.09,0
509,"frenchguiana_85","frenchguiana","mu1k2",1,2,8.16,0.61,"b",208,15,57.5,894,NA,NA,NA,NA,NA,1.52003e+007,NA,NA,NA,NA,NA,732,NA,400,NA,18.3388,NA,NA,18.6,NA,5.045,644.58,4.2625e+006,NA,NA,0,0,14,687.4,NA,374.3,NA,37,200.54,5.15495,0.621128,46.0009,0.060929,0.06425,0.0625895,2,"piercer",0,0,0,0.4485,0,0,0,0,0,10,0,0,0.4485,3.1839,12,37,18.1251,0.746674,0.2,0,NA,12,4,"overflow",1,4,66.5856,0.3721,0,Inf
510,"frenchguiana_85","frenchguiana","mu1k2",1,2,8.16,0.61,"b",208,15,57.5,894,NA,NA,NA,NA,NA,1.52003e+007,NA,NA,NA,NA,NA,732,NA,400,NA,18.3388,NA,NA,18.6,NA,5.045,644.58,4.2625e+006,NA,NA,0,0,14,687.4,NA,374.3,NA,37,200.54,5.15495,0.621128,46.0009,0.060929,0.06425,0.0625895,2,"scraper",0,0,0,0,1.6833,0,0,0,0,0,28,0,0,3.1839,12,37,18.1251,0.746674,0.2,0,NA,12,4,"overflow",1,4,66.5856,0.3721,1.6833,0
511,"frenchguiana_85","frenchguiana","mu1k2",1,2,8.16,0.61,"b",208,15,57.5,894,NA,NA,NA,NA,NA,1.52003e+007,NA,NA,NA,NA,NA,732,NA,400,NA,18.3388,NA,NA,18.6,NA,5.045,644.58,4.2625e+006,NA,NA,0,0,14,687.4,NA,374.3,NA,37,200.54,5.15495,0.621128,46.0009,0.060929,0.06425,0.0625895,2,"shredder",0,0,0,0,0,1.2975,0,0,0,0,0,3,0,3.1839,12,37,18.1251,0.746674,0.2,0,NA,12,4,"overflow",1,4,66.5856,0.3721,1.2975,0
512,"frenchguiana_57","frenchguiana","mu1.5k2",1.5,2,12.24,0.61,"b",188,16,84,1299,NA,NA,NA,NA,NA,1.68734e+007,NA,NA,NA,NA,NA,606,NA,372,NA,24.9697,NA,NA,47.25,NA,5.61,294,4.86969e+006,NA,NA,0,0,6,573.5,NA,353,NA,56,155.68,2.81457,1.01411,46.0053,0.0536304,0.0510753,0.0523528,2,"engulfer",0.063,0,0,0,0,0,2,0,0,0,0,0,0.063,23.8502,14,147,41.153,0.511242,0.0833333,0.0166667,NA,5,9,"overflow",2.25,4,149.818,0.3721,0,Inf
513,"frenchguiana_57","frenchguiana","mu1.5k2",1.5,2,12.24,0.61,"b",188,16,84,1299,NA,NA,NA,NA,NA,1.68734e+007,NA,NA,NA,NA,NA,606,NA,372,NA,24.9697,NA,NA,47.25,NA,5.61,294,4.86969e+006,NA,NA,0,0,6,573.5,NA,353,NA,56,155.68,2.81457,1.01411,46.0053,0.0536304,0.0510753,0.0523528,2,"filter.feeder",0,0.0628,0,0,0,0,0,4,0,0,0,0,0,23.8502,14,147,41.153,0.511242,0.0833333,0.0166667,NA,5,9,"overflow",2.25,4,149.818,0.3721,0,NaN
514,"frenchguiana_57","frenchguiana","mu1.5k2",1.5,2,12.24,0.61,"b",188,16,84,1299,NA,NA,NA,NA,NA,1.68734e+007,NA,NA,NA,NA,NA,606,NA,372,NA,24.9697,NA,NA,47.25,NA,5.61,294,4.86969e+006,NA,NA,0,0,6,573.5,NA,353,NA,56,155.68,2.81457,1.01411,46.0053,0.0536304,0.0510753,0.0523528,2,"piercer",0,0,0,2.2809,0,0,0,0,0,12,0,0,2.2809,23.8502,14,147,41.153,0.511242,0.0833333,0.0166667,NA,5,9,"overflow",2.25,4,149.818,0.3721,0,Inf
515,"frenchguiana_57","frenchguiana","mu1.5k2",1.5,2,12.24,0.61,"b",188,16,84,1299,NA,NA,NA,NA,NA,1.68734e+007,NA,NA,NA,NA,NA,606,NA,372,NA,24.9697,NA,NA,47.25,NA,5.61,294,4.86969e+006,NA,NA,0,0,6,573.5,NA,353,NA,56,155.68,2.81457,1.01411,46.0053,0.0536304,0.0510753,0.0523528,2,"scraper",0,0,0,0,22.3299,0,0,0,0,0,139,0,0,23.8502,14,147,41.153,0.511242,0.0833333,0.0166667,NA,5,9,"overflow",2.25,4,149.818,0.3721,22.3299,0
516,"frenchguiana_57","frenchguiana","mu1.5k2",1.5,2,12.24,0.61,"b",188,16,84,1299,NA,NA,NA,NA,NA,1.68734e+007,NA,NA,NA,NA,NA,606,NA,372,NA,24.9697,NA,NA,47.25,NA,5.61,294,4.86969e+006,NA,NA,0,0,6,573.5,NA,353,NA,56,155.68,2.81457,1.01411,46.0053,0.0536304,0.0510753,0.0523528,2,"shredder",0,0,0,0,0,1.4575,0,0,0,0,0,4,0,23.8502,14,147,41.153,0.511242,0.0833333,0.0166667,NA,5,9,"overflow",2.25,4,149.818,0.3721,1.4575,0
517,"frenchguiana_72","frenchguiana","mu2k2",2,2,16.32,0.61,"a",219,13,92.5,1212,NA,NA,NA,NA,NA,1.19486e+007,NA,NA,NA,NA,NA,513,NA,487,NA,35.1416,0.0122157,NA,51.85,NA,5.1,466.66,5.63359e+006,NA,NA,0,0,6,481.5,NA,450.9,NA,90,162,4.59862,1.32852,46.3645,0.0614035,0.0741273,0.0677654,2,"engulfer",0.0315,0,0,0,0,0,1,0,0,0,0,0,0.0315,23.6616,11,130,17.6728,0.679787,0.125,0,NA,7.5,3,"overflow",4,4,266.342,0.3721,0,Inf
518,"frenchguiana_72","frenchguiana","mu2k2",2,2,16.32,0.61,"a",219,13,92.5,1212,NA,NA,NA,NA,NA,1.19486e+007,NA,NA,NA,NA,NA,513,NA,487,NA,35.1416,0.0122157,NA,51.85,NA,5.1,466.66,5.63359e+006,NA,NA,0,0,6,481.5,NA,450.9,NA,90,162,4.59862,1.32852,46.3645,0.0614035,0.0741273,0.0677654,2,"filter.feeder",0,0.1294,0,0,0,0,0,2,0,0,0,0,0,23.6616,11,130,17.6728,0.679787,0.125,0,NA,7.5,3,"overflow",4,4,266.342,0.3721,0,NaN
519,"frenchguiana_72","frenchguiana","mu2k2",2,2,16.32,0.61,"a",219,13,92.5,1212,NA,NA,NA,NA,NA,1.19486e+007,NA,NA,NA,NA,NA,513,NA,487,NA,35.1416,0.0122157,NA,51.85,NA,5.1,466.66,5.63359e+006,NA,NA,0,0,6,481.5,NA,450.9,NA,90,162,4.59862,1.32852,46.3645,0.0614035,0.0741273,0.0677654,2,"gatherer",0,0,0.33,0,0,0,0,0,11,0,0,0,0,23.6616,11,130,17.6728,0.679787,0.125,0,NA,7.5,3,"overflow",4,4,266.342,0.3721,0.33,0
520,"frenchguiana_72","frenchguiana","mu2k2",2,2,16.32,0.61,"a",219,13,92.5,1212,NA,NA,NA,NA,NA,1.19486e+007,NA,NA,NA,NA,NA,513,NA,487,NA,35.1416,0.0122157,NA,51.85,NA,5.1,466.66,5.63359e+006,NA,NA,0,0,6,481.5,NA,450.9,NA,90,162,4.59862,1.32852,46.3645,0.0614035,0.0741273,0.0677654,2,"piercer",0,0,0,1.4244,0,0,0,0,0,10,0,0,1.4244,23.6616,11,130,17.6728,0.679787,0.125,0,NA,7.5,3,"overflow",4,4,266.342,0.3721,0,Inf
521,"frenchguiana_72","frenchguiana","mu2k2",2,2,16.32,0.61,"a",219,13,92.5,1212,NA,NA,NA,NA,NA,1.19486e+007,NA,NA,NA,NA,NA,513,NA,487,NA,35.1416,0.0122157,NA,51.85,NA,5.1,466.66,5.63359e+006,NA,NA,0,0,6,481.5,NA,450.9,NA,90,162,4.59862,1.32852,46.3645,0.0614035,0.0741273,0.0677654,2,"scraper",0,0,0,0,17.3547,0,0,0,0,0,106,0,0,23.6616,11,130,17.6728,0.679787,0.125,0,NA,7.5,3,"overflow",4,4,266.342,0.3721,17.3547,0
522,"frenchguiana_72","frenchguiana","mu2k2",2,2,16.32,0.61,"a",219,13,92.5,1212,NA,NA,NA,NA,NA,1.19486e+007,NA,NA,NA,NA,NA,513,NA,487,NA,35.1416,0.0122157,NA,51.85,NA,5.1,466.66,5.63359e+006,NA,NA,0,0,6,481.5,NA,450.9,NA,90,162,4.59862,1.32852,46.3645,0.0614035,0.0741273,0.0677654,2,"shredder",0,0,0,0,0,5.8475,0,0,0,0,0,11,0,23.6616,11,130,17.6728,0.679787,0.125,0,NA,7.5,3,"overflow",4,4,266.342,0.3721,5.8475,0
523,"frenchguiana_76","frenchguiana","mu2.5k2",2.5,2,20.4,0.61,"b",168,15,67,938,NA,NA,NA,NA,NA,2.03777e+007,NA,NA,NA,NA,NA,614,NA,302,NA,16.4658,NA,NA,49.7,NA,5.18,322,5.28681e+006,NA,NA,0,0,4,557.8,NA,276,NA,10.5,24.15,1.81698,0.882413,45.2013,0.0915309,0.0860927,0.0888118,2,"engulfer",0.0315,0,0,0,0,0,1,0,0,0,0,0,0.0315,5.7569,15,58,39.3789,0.528748,0.075,0,NA,4.5,2,"overflow",6.25,4,416.16,0.3721,0,Inf
524,"frenchguiana_76","frenchguiana","mu2.5k2",2.5,2,20.4,0.61,"b",168,15,67,938,NA,NA,NA,NA,NA,2.03777e+007,NA,NA,NA,NA,NA,614,NA,302,NA,16.4658,NA,NA,49.7,NA,5.18,322,5.28681e+006,NA,NA,0,0,4,557.8,NA,276,NA,10.5,24.15,1.81698,0.882413,45.2013,0.0915309,0.0860927,0.0888118,2,"filter.feeder",0,0.0987,0,0,0,0,0,2,0,0,0,0,0,5.7569,15,58,39.3789,0.528748,0.075,0,NA,4.5,2,"overflow",6.25,4,416.16,0.3721,0,NaN
525,"frenchguiana_76","frenchguiana","mu2.5k2",2.5,2,20.4,0.61,"b",168,15,67,938,NA,NA,NA,NA,NA,2.03777e+007,NA,NA,NA,NA,NA,614,NA,302,NA,16.4658,NA,NA,49.7,NA,5.18,322,5.28681e+006,NA,NA,0,0,4,557.8,NA,276,NA,10.5,24.15,1.81698,0.882413,45.2013,0.0915309,0.0860927,0.0888118,2,"gatherer",0,0,0.15,0,0,0,0,0,5,0,0,0,0,5.7569,15,58,39.3789,0.528748,0.075,0,NA,4.5,2,"overflow",6.25,4,416.16,0.3721,0.15,0
526,"frenchguiana_76","frenchguiana","mu2.5k2",2.5,2,20.4,0.61,"b",168,15,67,938,NA,NA,NA,NA,NA,2.03777e+007,NA,NA,NA,NA,NA,614,NA,302,NA,16.4658,NA,NA,49.7,NA,5.18,322,5.28681e+006,NA,NA,0,0,4,557.8,NA,276,NA,10.5,24.15,1.81698,0.882413,45.2013,0.0915309,0.0860927,0.0888118,2,"piercer",0,0,0,3.7574,0,0,0,0,0,14,0,0,3.7574,5.7569,15,58,39.3789,0.528748,0.075,0,NA,4.5,2,"overflow",6.25,4,416.16,0.3721,0,Inf
527,"frenchguiana_76","frenchguiana","mu2.5k2",2.5,2,20.4,0.61,"b",168,15,67,938,NA,NA,NA,NA,NA,2.03777e+007,NA,NA,NA,NA,NA,614,NA,302,NA,16.4658,NA,NA,49.7,NA,5.18,322,5.28681e+006,NA,NA,0,0,4,557.8,NA,276,NA,10.5,24.15,1.81698,0.882413,45.2013,0.0915309,0.0860927,0.0888118,2,"scraper",0,0,0,0,3.0732,0,0,0,0,0,46,0,0,5.7569,15,58,39.3789,0.528748,0.075,0,NA,4.5,2,"overflow",6.25,4,416.16,0.3721,3.0732,0
528,"frenchguiana_76","frenchguiana","mu2.5k2",2.5,2,20.4,0.61,"b",168,15,67,938,NA,NA,NA,NA,NA,2.03777e+007,NA,NA,NA,NA,NA,614,NA,302,NA,16.4658,NA,NA,49.7,NA,5.18,322,5.28681e+006,NA,NA,0,0,4,557.8,NA,276,NA,10.5,24.15,1.81698,0.882413,45.2013,0.0915309,0.0860927,0.0888118,2,"shredder",0,0,0,0,0,2.435,0,0,0,0,0,5,0,5.7569,15,58,39.3789,0.528748,0.075,0,NA,4.5,2,"overflow",6.25,4,416.16,0.3721,2.435,0
529,"frenchguiana_88","frenchguiana","mu3k2",3,2,24.48,0.61,"c",166,14,75.5,757,NA,NA,NA,NA,NA,1.99031e+007,NA,NA,NA,NA,NA,680,NA,513,NA,12.5108,0.00365092,NA,45.8,NA,4.555,1500,9.10139e+006,NA,NA,0,0,4,653.1,NA,491.2,NA,45,224.1,3.78114,0.660033,45.5944,0.0395588,0.0424951,0.041027,2,"engulfer",0.063,0,0,0,0,0,2,0,0,0,0,0,0.063,16.5199,9,169,36.31,0.666936,0.283333,0,NA,17,1,"overflow",9,4,599.27,0.3721,0,Inf
530,"frenchguiana_88","frenchguiana","mu3k2",3,2,24.48,0.61,"c",166,14,75.5,757,NA,NA,NA,NA,NA,1.99031e+007,NA,NA,NA,NA,NA,680,NA,513,NA,12.5108,0.00365092,NA,45.8,NA,4.555,1500,9.10139e+006,NA,NA,0,0,4,653.1,NA,491.2,NA,45,224.1,3.78114,0.660033,45.5944,0.0395588,0.0424951,0.041027,2,"filter.feeder",0,0.0157,0,0,0,0,0,1,0,0,0,0,0,16.5199,9,169,36.31,0.666936,0.283333,0,NA,17,1,"overflow",9,4,599.27,0.3721,0,NaN
531,"frenchguiana_88","frenchguiana","mu3k2",3,2,24.48,0.61,"c",166,14,75.5,757,NA,NA,NA,NA,NA,1.99031e+007,NA,NA,NA,NA,NA,680,NA,513,NA,12.5108,0.00365092,NA,45.8,NA,4.555,1500,9.10139e+006,NA,NA,0,0,4,653.1,NA,491.2,NA,45,224.1,3.78114,0.660033,45.5944,0.0395588,0.0424951,0.041027,2,"gatherer",0,0,0.15,0,0,0,0,0,5,0,0,0,0,16.5199,9,169,36.31,0.666936,0.283333,0,NA,17,1,"overflow",9,4,599.27,0.3721,0.15,0
532,"frenchguiana_88","frenchguiana","mu3k2",3,2,24.48,0.61,"c",166,14,75.5,757,NA,NA,NA,NA,NA,1.99031e+007,NA,NA,NA,NA,NA,680,NA,513,NA,12.5108,0.00365092,NA,45.8,NA,4.555,1500,9.10139e+006,NA,NA,0,0,4,653.1,NA,491.2,NA,45,224.1,3.78114,0.660033,45.5944,0.0395588,0.0424951,0.041027,2,"piercer",0,0,0,1.3595,0,0,0,0,0,7,0,0,1.3595,16.5199,9,169,36.31,0.666936,0.283333,0,NA,17,1,"overflow",9,4,599.27,0.3721,0,Inf
533,"frenchguiana_88","frenchguiana","mu3k2",3,2,24.48,0.61,"c",166,14,75.5,757,NA,NA,NA,NA,NA,1.99031e+007,NA,NA,NA,NA,NA,680,NA,513,NA,12.5108,0.00365092,NA,45.8,NA,4.555,1500,9.10139e+006,NA,NA,0,0,4,653.1,NA,491.2,NA,45,224.1,3.78114,0.660033,45.5944,0.0395588,0.0424951,0.041027,2,"scraper",0,0,0,0,11.6442,0,0,0,0,0,154,0,0,16.5199,9,169,36.31,0.666936,0.283333,0,NA,17,1,"overflow",9,4,599.27,0.3721,11.6442,0
534,"frenchguiana_88","frenchguiana","mu3k2",3,2,24.48,0.61,"c",166,14,75.5,757,NA,NA,NA,NA,NA,1.99031e+007,NA,NA,NA,NA,NA,680,NA,513,NA,12.5108,0.00365092,NA,45.8,NA,4.555,1500,9.10139e+006,NA,NA,0,0,4,653.1,NA,491.2,NA,45,224.1,3.78114,0.660033,45.5944,0.0395588,0.0424951,0.041027,2,"shredder",0,0,0,0,0,4.71,0,0,0,0,0,9,0,16.5199,9,169,36.31,0.666936,0.283333,0,NA,17,1,"overflow",9,4,599.27,0.3721,4.71,0
535,"macae_B24","macae","mu0.1k0.5",0.1,0.5,0.3,0.05,"a",1000,17,42.5,1555.46,8.91,26.35,2.125,6.39,42.624,77890.7,NA,NA,NA,NA,NA,170,200,NA,NA,25.375,1.11159,15.7,14.2,1.2,6.41,16.9312,5.68035e+006,NA,NA,NA,NA,NA,110,100,NA,NA,300,560,27.7315,0.397252,NA,0.426471,NA,0.426471,1,"engulfer",0.833336,0,0,0,0,0,28,0,0,0,0,0,0.833336,11.9866,31,299,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.25,0.09,0.0025,0,Inf
536,"macae_B24","macae","mu0.1k0.5",0.1,0.5,0.3,0.05,"a",1000,17,42.5,1555.46,8.91,26.35,2.125,6.39,42.624,77890.7,NA,NA,NA,NA,NA,170,200,NA,NA,25.375,1.11159,15.7,14.2,1.2,6.41,16.9312,5.68035e+006,NA,NA,NA,NA,NA,110,100,NA,NA,300,560,27.7315,0.397252,NA,0.426471,NA,0.426471,1,"filter.feeder",0,0.929147,0,0,0,0,0,20,0,0,0,0,0,11.9866,31,299,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.25,0.09,0.0025,0,NaN
537,"macae_B24","macae","mu0.1k0.5",0.1,0.5,0.3,0.05,"a",1000,17,42.5,1555.46,8.91,26.35,2.125,6.39,42.624,77890.7,NA,NA,NA,NA,NA,170,200,NA,NA,25.375,1.11159,15.7,14.2,1.2,6.41,16.9312,5.68035e+006,NA,NA,NA,NA,NA,110,100,NA,NA,300,560,27.7315,0.397252,NA,0.426471,NA,0.426471,1,"gatherer",0,0,7.01233,0,0,0,0,0,231,0,0,0,0,11.9866,31,299,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.25,0.09,0.0025,7.01233,0
538,"macae_B24","macae","mu0.1k0.5",0.1,0.5,0.3,0.05,"a",1000,17,42.5,1555.46,8.91,26.35,2.125,6.39,42.624,77890.7,NA,NA,NA,NA,NA,170,200,NA,NA,25.375,1.11159,15.7,14.2,1.2,6.41,16.9312,5.68035e+006,NA,NA,NA,NA,NA,110,100,NA,NA,300,560,27.7315,0.397252,NA,0.426471,NA,0.426471,1,"piercer",0,0,0,35.2987,0,0,0,0,0,3,0,0,35.2987,11.9866,31,299,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.25,0.09,0.0025,0,Inf
539,"macae_B24","macae","mu0.1k0.5",0.1,0.5,0.3,0.05,"a",1000,17,42.5,1555.46,8.91,26.35,2.125,6.39,42.624,77890.7,NA,NA,NA,NA,NA,170,200,NA,NA,25.375,1.11159,15.7,14.2,1.2,6.41,16.9312,5.68035e+006,NA,NA,NA,NA,NA,110,100,NA,NA,300,560,27.7315,0.397252,NA,0.426471,NA,0.426471,1,"scraper",0,0,0,0,3.53548,0,0,0,0,0,46,0,0,11.9866,31,299,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.25,0.09,0.0025,3.53548,0
540,"macae_B24","macae","mu0.1k0.5",0.1,0.5,0.3,0.05,"a",1000,17,42.5,1555.46,8.91,26.35,2.125,6.39,42.624,77890.7,NA,NA,NA,NA,NA,170,200,NA,NA,25.375,1.11159,15.7,14.2,1.2,6.41,16.9312,5.68035e+006,NA,NA,NA,NA,NA,110,100,NA,NA,300,560,27.7315,0.397252,NA,0.426471,NA,0.426471,1,"shredder",0,0,0,0,0,0.509663,0,0,0,0,0,2,0,11.9866,31,299,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.25,0.09,0.0025,0.509663,0
541,"macae_B32","macae","mu0.2k0.5",0.2,0.5,0.6,0.05,"a",850,15,42.5,848.012,6.03,22.7,1.795,6.38,2.146,32454.5,NA,NA,NA,NA,NA,160,190,NA,NA,73.7,0.0795686,34.8,9,0.72,6.54,22.5572,1.4439e+007,NA,NA,NA,NA,NA,70,90,NA,NA,320,510,76.1264,0.360729,NA,0.544408,NA,0.544408,1,"engulfer",0.996899,0,0,0,0,0,48,0,0,0,0,0,0.996899,15.3744,48,244,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.25,0.36,0.0025,0,Inf
542,"macae_B32","macae","mu0.2k0.5",0.2,0.5,0.6,0.05,"a",850,15,42.5,848.012,6.03,22.7,1.795,6.38,2.146,32454.5,NA,NA,NA,NA,NA,160,190,NA,NA,73.7,0.0795686,34.8,9,0.72,6.54,22.5572,1.4439e+007,NA,NA,NA,NA,NA,70,90,NA,NA,320,510,76.1264,0.360729,NA,0.544408,NA,0.544408,1,"filter.feeder",0,0.793882,0,0,0,0,0,16,0,0,0,0,0,15.3744,48,244,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.25,0.36,0.0025,0,NaN
543,"macae_B32","macae","mu0.2k0.5",0.2,0.5,0.6,0.05,"a",850,15,42.5,848.012,6.03,22.7,1.795,6.38,2.146,32454.5,NA,NA,NA,NA,NA,160,190,NA,NA,73.7,0.0795686,34.8,9,0.72,6.54,22.5572,1.4439e+007,NA,NA,NA,NA,NA,70,90,NA,NA,320,510,76.1264,0.360729,NA,0.544408,NA,0.544408,1,"gatherer",0,0,5.33156,0,0,0,0,0,167,0,0,0,0,15.3744,48,244,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.25,0.36,0.0025,5.33156,0
544,"macae_B32","macae","mu0.2k0.5",0.2,0.5,0.6,0.05,"a",850,15,42.5,848.012,6.03,22.7,1.795,6.38,2.146,32454.5,NA,NA,NA,NA,NA,160,190,NA,NA,73.7,0.0795686,34.8,9,0.72,6.54,22.5572,1.4439e+007,NA,NA,NA,NA,NA,70,90,NA,NA,320,510,76.1264,0.360729,NA,0.544408,NA,0.544408,1,"scraper",0,0,0,0,6.33977,0,0,0,0,0,36,0,0,15.3744,48,244,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.25,0.36,0.0025,6.33977,0
545,"macae_B32","macae","mu0.2k0.5",0.2,0.5,0.6,0.05,"a",850,15,42.5,848.012,6.03,22.7,1.795,6.38,2.146,32454.5,NA,NA,NA,NA,NA,160,190,NA,NA,73.7,0.0795686,34.8,9,0.72,6.54,22.5572,1.4439e+007,NA,NA,NA,NA,NA,70,90,NA,NA,320,510,76.1264,0.360729,NA,0.544408,NA,0.544408,1,"shredder",0,0,0,0,0,2.90923,0,0,0,0,0,25,0,15.3744,48,244,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.25,0.36,0.0025,2.90923,0
546,"macae_B34","macae","mu0.4k0.5",0.4,0.5,1.2,0.05,"b",1000,20,42,1247,7,28,2.035,5.98,15.392,395945,NA,NA,NA,NA,NA,170,190,NA,NA,31.2547,0.0876273,49.2,15.7,1.33,6.21,18.944,1.04232e+007,NA,NA,NA,NA,NA,50,80,NA,NA,490,590,103.168,0.495072,NA,0.642415,NA,0.642415,1,"engulfer",1.67922,0,0,0,0,0,86,0,0,0,0,0,1.67922,15.6297,87,416,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.25,1.44,0.0025,0,Inf
547,"macae_B34","macae","mu0.4k0.5",0.4,0.5,1.2,0.05,"b",1000,20,42,1247,7,28,2.035,5.98,15.392,395945,NA,NA,NA,NA,NA,170,190,NA,NA,31.2547,0.0876273,49.2,15.7,1.33,6.21,18.944,1.04232e+007,NA,NA,NA,NA,NA,50,80,NA,NA,490,590,103.168,0.495072,NA,0.642415,NA,0.642415,1,"filter.feeder",0,1.68333,0,0,0,0,0,62,0,0,0,0,0,15.6297,87,416,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.25,1.44,0.0025,0,NaN
548,"macae_B34","macae","mu0.4k0.5",0.4,0.5,1.2,0.05,"b",1000,20,42,1247,7,28,2.035,5.98,15.392,395945,NA,NA,NA,NA,NA,170,190,NA,NA,31.2547,0.0876273,49.2,15.7,1.33,6.21,18.944,1.04232e+007,NA,NA,NA,NA,NA,50,80,NA,NA,490,590,103.168,0.495072,NA,0.642415,NA,0.642415,1,"gatherer",0,0,5.95924,0,0,0,0,0,279,0,0,0,0,15.6297,87,416,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.25,1.44,0.0025,5.95924,0
549,"macae_B34","macae","mu0.4k0.5",0.4,0.5,1.2,0.05,"b",1000,20,42,1247,7,28,2.035,5.98,15.392,395945,NA,NA,NA,NA,NA,170,190,NA,NA,31.2547,0.0876273,49.2,15.7,1.33,6.21,18.944,1.04232e+007,NA,NA,NA,NA,NA,50,80,NA,NA,490,590,103.168,0.495072,NA,0.642415,NA,0.642415,1,"piercer",0,0,0,0.0035087,0,0,0,0,0,1,0,0,0.0035087,15.6297,87,416,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.25,1.44,0.0025,0,Inf
550,"macae_B34","macae","mu0.4k0.5",0.4,0.5,1.2,0.05,"b",1000,20,42,1247,7,28,2.035,5.98,15.392,395945,NA,NA,NA,NA,NA,170,190,NA,NA,31.2547,0.0876273,49.2,15.7,1.33,6.21,18.944,1.04232e+007,NA,NA,NA,NA,NA,50,80,NA,NA,490,590,103.168,0.495072,NA,0.642415,NA,0.642415,1,"scraper",0,0,0,0,5.00802,0,0,0,0,0,61,0,0,15.6297,87,416,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.25,1.44,0.0025,5.00802,0
551,"macae_B34","macae","mu0.4k0.5",0.4,0.5,1.2,0.05,"b",1000,20,42,1247,7,28,2.035,5.98,15.392,395945,NA,NA,NA,NA,NA,170,190,NA,NA,31.2547,0.0876273,49.2,15.7,1.33,6.21,18.944,1.04232e+007,NA,NA,NA,NA,NA,50,80,NA,NA,490,590,103.168,0.495072,NA,0.642415,NA,0.642415,1,"shredder",0,0,0,0,0,2.97913,0,0,0,0,0,14,0,15.6297,87,416,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.25,1.44,0.0025,2.97913,0
