site_brom.id,site.x,trt.name.x,mu.scalar,k.scalar,intended.mu,intended.k,temporal.block,maxvol,leaf.number,mean.diam,catchment.area,turbidity.initial,oxygen.percent.initial,oxygen.conc.initial,ph.initial,chlorophyll.initial,bacteria.per.ml..initial,amoeba.per.ml.initial,algae.per.ml.initial,ciliates.per.ml.initial,flagellates.per.ml.initial,rotifers.per.ml.initial,leafpack1.species1.mass.initial,leafpack2.species1.mass.initial,leafpack1.species2.mass.initial,leafpack2.species2.mass.initial,co2.final,methane.final,turbidity.final,oxygen.percent.final,oxygen.conc.final,ph.final,chlorophyll.final,bacteria.per.ml.final,amoeba.per.ml.final,algae.per.ml.final,ciliates.per.ml.final,flagellates.per.ml.final,rotifers.per.ml.final,leafpack1.species1.mass.final,leafpack2.species1.mass.final,leafpack1.species2.mass.final,leafpack2.species2.mass.final,water.volume.final,fpom.final,n15.bromeliad.final,final.bromeliad.percentn,final.bromeliad.percentc,site.y,trt.name.y,species1,species2,decomp,sample_size_species,engulfer_bio,filter.feeder_bio,gatherer_bio,piercer_bio,predation_NA_bio.x,scraper_bio,shredder_bio,engulfer_abd,filter.feeder_abd,gatherer_abd,predation_NA_abd.x,predator_piercer_abd,prey_piercer_abd,scraper_abd,shredder_abd,predation_NA_bio.y,predator_bio,prey_bio,predation_NA_abd.y,predator_abd,prey_abd,Coleoptera_bio,Diptera_bio,Ephemeroptera_bio,Haplotaxida_bio,Lepidoptera_bio,Odonata_bio,ord_NA_bio,Podocopida_bio,Trichoptera_bio,Hirudinea_bio,Neoptera_bio,Oligochaeta_bio,Palaeoptera_bio,Podocopa_bio,subclass_NA_bio,Aeolosomatidae_bio,Anisopodidae_bio,Calamoceratidae_bio,Candonidae_bio,Cecidomyiidae_bio,Ceratopogonidae_bio,Chironomidae_bio,Coenagrionidae_bio,Corethrellidae_bio,Culicidae_bio,Curculionidae_bio,Dolichopodidae_bio,Dytiscidae_bio,Elateridae_bio,Elmidae_bio,Empididae_bio,Enchytraeoidae_bio,Ephydridae_bio,family_NA_bio,Hydrophilidae_bio,Lampyridae_bio,Limnocytheridae_bio,Limoniidae_bio,Muscidae_bio,Naididae_bio,Periscelididae_bio,Phoridae_bio,Pseudostigmatidae_bio,Psychodidae_bio,Ptilodactylidae_bio,Scatopsidae_bio,Sciaridae_bio,Scirtidae_bio,Sphaeroceridae_bio,Stratiomyidae_bio,Syrphidae_bio,Tabanidae_bio,Tipulidae_bio,Anophelinae_bio,Calamoceratinae_bio,Candoninae_bio,Ceratopogoninae_bio,Chioneinae_bio,Chironominae_bio,Copelatinae_bio,Copelatus_bio.x,Corethrellinae_bio,Culicinae_bio,Dasyheleniae_bio,Eristalinae_bio,Forcipomyiinae_bio,Limoniinae_bio,Naidinae_bio,Orthocladiinae_bio,Pristininae_bio,Psychodinae_bio,Sphaeridiinae_bio,subfamily_NA_bio,Tabaninae_bio,Tanypodinae_bio,Timiriaseviinae_bio,Tipulinae_bio,Aelosoma_bio,Anopheles_bio,Atrichopogon_bio,Aulophorus_bio,Bezzia_bio,Bromeliagrion_bio,Candonopsis_bio,Cheilotrichia_bio,Chironomus_bio,Contacyphon_bio,Copelatus_bio.y,Corethrella_bio,Corynoneura_bio,Culex_bio,Culicoides_bio,Dero_bio,Elpidium_bio,Eristalis_bio,Forcipomyia_bio,genus_NA_bio,Haemagogus_bio,Harnischia_bio,Larsia_bio,Leptagrion_bio,Limnophyes_bio,Mecistogaster_bio,Monopelopia_bio,Pericoma_bio,Phylloicus_bio,Polypedilum_bio,Pristina_bio,Sphaeromias_bio,Stenochironomus_bio,Stibasoma_bio,Stilobezzia_bio,Tanytarsus_bio,Tipula_bio,Toxorhynchites_bio,Trentepohlia_bio,Wyeomyia_bio,mean.depth,max.depth,min.depth,amplitude,net_fluc,tot_fluc,sd.depth,cv.depth,wetness,prop.overflow.days,prop.driedout.days,long_dry,long_wet,n_driedout,n_overflow,last_dry,last_wet,cv_max_temp,cv_mean_temp,cv_min_temp,max_temp,mean_temp,min_temp,sd_max_temp,sd_mean_temp,sd_min_temp,site,trt.name
cardoso_DEC35,cardoso,mu2.5k2,2.5,2,18.89,0.39,a,850,36,92,NA,56.24,NA,NA,5.7,-2.6050799999999996,473576.27790501027,NA,NA,NA,NA,NA,255.7,166.5,NA,NA,NA,NA,119.2,NA,NA,4.666666666666667,30.7632,666217.475696879,NA,NA,NA,NA,NA,195.39999999999998,133.89999999999998,NA,NA,564,527.9999999999999,4.77750449764347,0.550632593546345,NA,cardoso,mu2.5k2,0.21580951307193005,NA,0.21580951307193005,1,5.121873971962547,0.35624999999999996,3.286553680496718,0.9900000000000005,0.0569620253164556,6.34684317718941,2.937719298245615,22,3,155,1,132,0,15,6,0.0569620253164556,6.111873971962548,12.927366155931741,1,154,179,6.3,7.481463304239623,0,1.1962025316455676,0,3.3113977814863564,0.5102953586497896,0.0468431771894094,0.25,0.45333333333333403,14.031463304239622,1.1962025316455676,3.3113977814863564,0.0468431771894094,0.0569620253164556,0,0,0.25,0,0,0.07179487179487179,2.8345562770562793,3.3113977814863564,1.3571428571428565,0.35624999999999996,0,0,0,0,0,0.15000000000000002,0,0.024,0.5102953586497896,0,0,0.0468431771894094,2.687719298245615,0,1.1962025316455676,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0.25,0,0,0,1.0513419913419921,0,0,1.3571428571428565,0.35624999999999996,0,0,0.07179487179487179,2.687719298245615,0,0.9432142857142867,0,0,0,11.491895671781714,0,0.8400000000000005,0.0468431771894094,0,0,0,0.07179487179487179,0,0,0,0,0,0.21714285714285722,0,0,1.3571428571428565,0.8000000000000008,0.35624999999999996,0,0,0.0468431771894094,0,0,8.317997890295358,0,0,0,3.3113977814863564,0.0057142857142857195,0,0.8400000000000005,0,0.25,0.791341991341992,0,0,0,0,0,0.04285714285714284,0,0,2.687719298245615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu2.5k2
cardoso_DEC31,cardoso,mu0.2k0.5,0.2,0.5,1.51,0.1,b,855,32,99,NA,34.41,NA,NA,5.9,-4.16772,1228087.635923162,NA,NA,NA,NA,NA,218.29999999999998,219.9,NA,NA,NA,NA,434,NA,NA,5,172.58399999999997,7633407.462502792,NA,NA,NA,NA,NA,171.5,178.5,NA,NA,448,263.99999999999994,12.618883275418158,0.5131443670538557,NA,cardoso,mu0.2k0.5,0.20132563483547367,NA,0.20132563483547367,1,5.925850210023837,1.30625,6.87304351245677,0.6933333333333336,0.2799999999999999,17.1,3.475263157894738,24,11,208,3,82,0,38,7,0.2799999999999999,6.61918354335717,28.75455667035151,3,106,264,17.1,13.5352136926541,0,0.0569620253164556,0,4.031564495738122,0.680000000000001,0,0.25,0.680000000000001,30.8852136926541,0.0569620253164556,4.031564495738122,0,0,0,0,0.25,0,0,0.01666666666666666,6.743414820473649,4.031564495738122,1.2142857142857137,1.30625,0,0,0,0,0,0.2,0,0.456,0.960000000000001,0,0,0,1.075087719298246,0,0.0569620253164556,0,0,0,0,0,0,0,17.1,0,0.0933333333333333,0,0,2.150175438596492,0,0.25,0,0,0,5.957224344283172,0,0,1.2142857142857137,1.30625,0,0,0.01666666666666666,1.075087719298246,0,0.29285714285714315,0,0,0,25.048035292984405,0,0.49333333333333357,0,0,0,0,0.01666666666666666,0,0,0,0,0,1.588571428571429,0,0,1.2142857142857137,0.2428571428571431,1.30625,0,0,0,0,0,21.066470797246282,0,0,0,4.031564495738122,0,0,0.49333333333333357,0,0.25,4.205627705627709,0,0,0.0058823529411764705,0,0,0.15714285714285708,0,0,1.075087719298246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu0.2k0.5
cardoso_DEC32,cardoso,mu0.4k0.5,0.4,0.5,3.02,0.1,b,975,31,97,NA,37.54,NA,NA,5.4,-3.5169599999999996,650164.0425475565,NA,NA,NA,NA,NA,222.39999999999998,222.3,NA,NA,NA,NA,239.1,NA,NA,4.766666666666667,40.3512,4478907.848660944,NA,NA,NA,NA,NA,179.4,170.8,NA,NA,482,220.0000000000002,-1.03387860811599,0.4289784704511235,NA,cardoso,mu0.4k0.5,0.21250711981022463,NA,0.21250711981022463,1,6.797223210035157,3.0875000000000004,34.568279649737214,0.6897435897435897,0.1139240506329112,15.721588594704684,3.762807017543861,19,26,233,2,81,0,43,7,0.1139240506329112,7.486966799778747,57.14017526198575,2,100,309,15.299999999999999,41.76746226425794,0,0.6265822784810116,0,3.7915089243208673,2.8339240506329153,0.42158859470468457,0,2.720000000000004,57.067462264257934,0.6265822784810116,3.7915089243208673,0.42158859470468457,0.1139240506329112,0,0,0,0,0,0.25782051282051255,7.563620448179277,3.7915089243208673,0.2857142857142856,3.0875000000000004,0,0,0,0,0,0.05,0,0.36000000000000004,2.8339240506329153,0,0,0.42158859470468457,3.225263157894738,0,0.6265822784810116,0,0,0,0,0,0,0,15.299999999999999,0,0,26.4,0,0.537543859649123,0,0,0,0.1730769230769228,0,6.643977591036419,0,0,0.2857142857142856,3.0875000000000004,0,26.4,0.08474358974358975,3.225263157894738,0,0.452976190476191,0,0,0,23.499559113083915,0,0.4666666666666669,0.42158859470468457,0,0,0,0.08474358974358975,0,0.096153846153846,0,0,0,1.085714285714286,0,0,0.2857142857142856,0.35714285714285754,3.0875000000000004,0.0769230769230768,0,0.42158859470468457,0,0,46.20388352209638,0,0,0,3.7915089243208673,0,0,0.4666666666666669,0,0,5.500000000000004,0,0,0.0058823529411764705,0,0,0.052380952380952354,0,0,3.225263157894738,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu0.4k0.5
cardoso_DEC25,cardoso,mu0.6k0.5,0.6,0.5,4.53,0.1,b,990,33,82,NA,39.78,NA,NA,5.4,-4.53696,353175.52928509243,NA,NA,NA,NA,NA,219.5,218.29999999999998,NA,NA,NA,NA,328,NA,NA,4.666666666666667,100.6332,9840754.52053462,NA,NA,NA,NA,NA,166.8,168.8,NA,NA,697,396.0000000000007,2.929762928577384,0.5573545551045325,NA,cardoso,mu0.6k0.5,0.2334216460389194,NA,0.2334216460389194,1,23.319183543357187,2.415073529411765,7.667706911232229,7.578846153846154,0,20.746843177189408,1.325087719298246,123,20,204,0,162,2,47,3,0,30.711363030536674,32.34137800379832,0,285,276,29.053333333333335,15.78264559769436,0,0.9683544303797451,0,4.031564495738122,12.92000000000002,0.0468431771894094,0.25,12.92000000000002,45.0859789310277,0.9683544303797451,4.031564495738122,0.0468431771894094,0,0,0,0.25,0,0.1866666666666666,0.3198717948717946,6.6773268398268435,4.031564495738122,4.214285714285712,2.415073529411765,0,0,2.153333333333334,0,0,0.025,0,0.216,12.92000000000002,6.2,0,0.0468431771894094,1.075087719298246,0,0.9683544303797451,0,0,0,0,0,0,0,20.7,0,0.6533333333333331,0,0,0,0.158823529411765,0.25,0,0.1538461538461536,0,5.155064935064938,1.82,0,4.214285714285712,2.25625,0,0,0.16602564102564102,1.075087719298246,0,0.508928571428572,0,0,6.2,40.03425225945122,0,1.0133333333333336,0.0468431771894094,0,0,0.158823529411765,0.16602564102564102,0,0.1538461538461536,0,0,0,1.5200000000000005,0,1.82,4.214285714285712,0.4714285714285719,2.25625,0,0,0.0468431771894094,0,0,42.240187763713095,0,0,0,4.031564495738122,0,0,1.0133333333333336,0,0.25,3.582683982683985,0,0,0,0,0,0.052380952380952354,0,0,1.075087719298246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu0.6k0.5
cardoso_DEC03,cardoso,mu0.8k0.5,0.8,0.5,6.05,0.1,b,890,30,109,NA,35.86,NA,NA,5,-5.6569199999999995,288961.7966878029,NA,NA,NA,NA,NA,219.4,218.6,NA,NA,NA,NA,576.4,NA,NA,5,281.52,6244785.495086406,NA,NA,NA,NA,NA,174.2,168.7,NA,NA,611,297.91666666666646,7.465787878347285,0.6068457126981935,NA,cardoso,mu0.8k0.5,0.21714361132957644,NA,0.21714361132957644,1,11.111780799531758,2.4551470588235302,8.46240921426551,1.0242307692307697,0.17088607594936678,13.09684317718941,3.475263157894738,44,20,260,3,149,0,30,7,0.17088607594936678,12.136011568762527,27.489662608173187,3,193,317,13.049999999999999,14.77102850039538,0,1.2531645569620231,0,3.4546379423888904,6.970886075949377,0.0468431771894094,0.25,6.80000000000001,28.07102850039538,1.2531645569620231,3.4546379423888904,0.0468431771894094,0.17088607594936678,0,0,0.25,0,0,0.11833333333333332,7.622808759867588,3.4546379423888904,0.8571428571428568,2.4551470588235302,0,0,0,0,0,0.025,0,0.264,6.970886075949377,0,0,0.0468431771894094,3.225263157894738,0,1.2531645569620231,0,0,0,0,0,0,0.11,13.049999999999999,0,0.0933333333333333,0,0,0,0,0.25,0,0.0192307692307692,0,6.054713521772349,0,0,0.8571428571428568,2.4551470588235302,0,0,0.09910256410256411,3.225263157894738,0,0.5880952380952387,0,0,0,25.221021908633624,0,0.9800000000000004,0.0468431771894094,0,0,0,0.09910256410256411,0,0.0192307692307692,0,0,0,0.10857142857142861,0,0,0.8571428571428568,0.4714285714285719,2.1375,0,0,0.0468431771894094,0,0,21.8830506329114,0,0,0,3.4546379423888904,0,0,0.9800000000000004,0,0.25,5.868831168831173,0,0,0.0058823529411764705,0,0,0.0714285714285714,0,0,3.225263157894738,0.31764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu0.8k0.5
cardoso_DEC12,cardoso,mu1k0.5,1,0.5,7.56,0.1,b,1200,33,87,NA,44.73,NA,NA,5.4,-2.74584,971232.7055340041,NA,NA,NA,NA,NA,222.8,198.8,NA,NA,NA,NA,206.5,NA,NA,4.766666666666667,40.7388,642137.3259728953,NA,NA,NA,NA,NA,168.5,128.6,NA,NA,547,417.9999999999997,0.7373038974964885,0.6396222560437387,NA,cardoso,mu1k0.5,0.2984175248980418,NA,0.2984175248980418,1,1.3580952380952391,0.475,6.280541241458967,1.5001282051282059,0.0569620253164556,39.57851323828921,0.787543859649123,12,4,212,1,213,0,165,2,0.0569620253164556,2.8582234432234452,47.1215983393973,1,225,383,35.88333333333334,9.136793776399044,0,0.2278481012658224,0,0,0.5102953586497896,4.028513238289208,0.25,0.45333333333333403,45.270127109732385,0.2278481012658224,0,4.028513238289208,0.0569620253164556,0,0,0.25,0,0,0.1669230769230769,6.5908982683982735,0,0.5714285714285712,0.475,0,0,0.33333333333333404,0,0,0.07500000000000001,0,0.7200000000000001,0.5102953586497896,0,0,4.028513238289208,0.537543859649123,0,0.2278481012658224,0,0,0,0,0,0,0,35.550000000000004,0,0,0,0,0,0,0.25,0,0.0384615384615384,0,4.4369696969697,0,0,0.5714285714285712,0.475,0,0,0.1284615384615385,0.537543859649123,0,0.7672619047619056,0,0,0,37.416476793248954,0,1.3866666666666674,4.028513238289208,0,0,0,0.1284615384615385,0,0.0384615384615384,0,0,0,0.32571428571428584,0,0,0.5714285714285712,0.6714285714285722,0.475,0,0,4.028513238289208,0,0,37.512310126582285,0,0,0,0,0,0,1.3866666666666674,0,0.25,4.0922077922077955,0,0,0,0,0,0.01904761904761904,0,0,0.537543859649123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu1k0.5
cardoso_DEC38,cardoso,mu0.6k1,0.6,1,4.53,0.19,b,1180,41,98,NA,43.82,NA,NA,5.5,-3.81684,850831.9569140861,NA,NA,NA,NA,NA,167.8,213.79999999999998,NA,NA,NA,NA,213,NA,NA,5,71.604,2600656.170190226,NA,NA,NA,NA,NA,127.8,160.6,NA,NA,609,775.0000000000006,0.03874989180263633,0.408764096456256,NA,cardoso,mu0.6k1,0.24360485276360228,NA,0.24360485276360228,1,7.563435241978747,1.78125,2.8957989833447764,29.99025641025641,0.0569620253164556,18.9,4.837894736842107,35,15,177,1,192,0,42,9,0.0569620253164556,37.55369165223516,28.414943720186884,1,227,243,20.72,41.092903566248,0,0.6265822784810116,0,3.5291495276930345,0.0569620253164556,0,0,0,61.812903566247996,0.6265822784810116,3.5291495276930345,0,0.0569620253164556,0,0,0,0,0,0.09358974358974347,3.3653119429590035,3.5291495276930345,2.214285714285713,1.78125,0,0,1.82,0,0,0.1,0,0.07200000000000001,0.0569620253164556,0,0,0,4.837894736842107,0,0.6265822784810116,0,0,0,0.028571428571428602,0,0,0,18.9,0,0,0,28.6,0,0,0,0,0.0769230769230768,0,1.6710262286732882,1.82,0,2.214285714285713,1.78125,0,0,0.01666666666666666,4.837894736842107,0,0.48095238095238146,0,0,0,51.913265260061934,0,1.2133333333333338,0,0,0,0,0.01666666666666666,0,0.0769230769230768,0,0,0,0.4885714285714287,0,1.82,2.214285714285713,0.41428571428571476,1.78125,0,0,0,0,0,48.45078239903556,0,0,0,3.5291495276930345,0,0,1.2133333333333338,0,0,0.7510822510822518,0,0,0.06470588235294117,0,0,0.36666666666666653,0,0,4.837894736842107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu0.6k1
cardoso_DEC08,cardoso,mu0.8k1,0.8,1,6.05,0.19,b,960,32,85,NA,40.38,NA,NA,5,-5.09796,321068.6629864476,NA,NA,NA,NA,NA,205.9,203,NA,NA,NA,NA,200.7,NA,NA,4.933333333333333,21.134399999999996,8936411.119789459,NA,NA,NA,NA,NA,158.6,161.8,NA,NA,392,549.9999999999997,6.155272293353109,0.46818394609394154,NA,cardoso,mu0.8k1,0.2163394158051759,NA,0.2163394158051759,1,5.029604162416105,2.3363970588235303,3.758292107867314,0.9185897435897437,0.39873417721518917,23.89684317718941,5.9129824561403534,19,19,158,7,97,0,54,11,0.39873417721518917,5.948193906005849,35.90451480002061,7,116,242,24.116666666666667,13.2711076593685,0,0.6265822784810116,0,3.7915089243208673,0.39873417721518917,0.0468431771894094,0,0,37.38777432603517,0.6265822784810116,3.7915089243208673,0.0468431771894094,0.39873417721518917,0,0,0,0,0,0.1019230769230768,3.544043162719636,3.7915089243208673,1.0714285714285707,2.3363970588235303,0,0,0.16666666666666702,0,0,0.175,0,0.1293333333333333,0.39873417721518917,0,0.1,0.0468431771894094,3.225263157894738,0,0.6265822784810116,0,0,0,0,0,0,0,23.85,0,0,0,0,2.687719298245615,0.31764705882353,0,0,0.0769230769230768,0,2.3548764960529684,0,0,1.0714285714285707,2.0187500000000003,0,0,0.02499999999999999,3.225263157894738,0,0.6225000000000006,0,0,0,31.925544678262685,0,0.5666666666666669,0.0468431771894094,0,0,0.31764705882353,0.02499999999999999,0,0.0769230769230768,0,0,0,0,0,0,1.0714285714285707,0.5571428571428577,2.0187500000000003,0,0,0.0468431771894094,0,0,28.196535753941816,0,0,0,3.7915089243208673,0.0028571428571428597,0,0.5666666666666669,0,0,2.199134199134201,0,0,0.01764705882352941,0,0,0.13809523809523802,0,0,3.225263157894738,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu0.8k1
cardoso_DEC49,cardoso,mu1.5k1,1.5,1,11.33,0.19,b,1080,35,94,NA,36.33,NA,NA,5.4,-3.24972,754511.358018152,NA,NA,NA,NA,NA,158.29999999999998,207.2,NA,NA,NA,NA,137.5,NA,NA,5.3999999999999995,25.2552,497656.4276289938,NA,NA,NA,NA,NA,119.7,163.70000000000002,NA,NA,480,395.99999999999983,4.130892603873226,0.6830723203312425,NA,cardoso,mu1.5k1,0.22689144676668355,NA,0.22689144676668355,1,4.692350162438737,3.3249999999999997,3.50232804537235,0.8158974358974362,0,33.3,1.0375438596491229,19,28,113,0,115,0,74,3,0,5.508247598336173,41.16487190502147,0,134,218,33.46666666666666,8.825434802040066,0,0.569620253164556,0,3.3113977814863564,0,0,0.5,0,42.79210146870673,0.569620253164556,3.3113977814863564,0,0,0,0,0.5,0,0,0.0192307692307692,3.360898268398271,3.3113977814863564,1.2142857142857135,3.3249999999999997,0,0,0.16666666666666702,0,0,0.05,0,0.168,0,0,0,0,0.537543859649123,0,0.569620253164556,0,0,0,0.057142857142857204,0,0,0,33.3,0,0.0933333333333333,0,0,0,0,0.5,0,0.0192307692307692,0,2.025541125541127,0,0,1.2142857142857135,3.3249999999999997,0,0,0,0.537543859649123,0,0.5886904761904769,0,0,0,37.71616089179377,0,0.746666666666667,0,0,0,0,0,0,0.0192307692307692,0,0,0,0.8142857142857145,0,0,1.2142857142857135,0.5428571428571435,3.3249999999999997,0,0,0,0,0,34.45059644364074,0,0,0,3.3113977814863564,0,0,0.746666666666667,0,0.5,1.2064935064935076,0,0,0,0,0,0.00476190476190476,0,0,0.537543859649123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu1.5k1
cardoso_DEC13,cardoso,mu2k1,2,1,15.11,0.19,b,1180,33,78,NA,41.24,NA,NA,5.2,3.09672,537790.0105022999,NA,NA,NA,NA,NA,179.79999999999998,210.29999999999998,NA,NA,NA,NA,264.1,NA,NA,5.233333333333333,92.2284,7151804.468023121,NA,NA,NA,NA,NA,140.8,155.20000000000002,NA,NA,423,1171.739130434783,4.565231037564121,0.6323259129391573,NA,cardoso,mu2k1,0.23945716617555182,NA,0.23945716617555182,1,3.6935406386292136,1.03014705882353,5.113461225917297,14.93371794871795,0,18.63737270875764,5.087894736842107,7,8,179,0,71,0,45,10,0,18.627258587347164,29.86887573034057,0,78,242,18.474999999999998,25.702743574279186,0,0.569620253164556,0,3.3113977814863564,0,0.1873727087576376,0.25,0,44.427743574279184,0.569620253164556,3.3113977814863564,0.1873727087576376,0,0,0,0.25,0,0,0.12371794871794854,4.852269544181313,3.3113977814863564,0.357142857142857,1.03014705882353,0,0,0.025,0,0,0.125,0,0.048,0,0,0,0.1873727087576376,4.300350877192984,0,0.569620253164556,0,0,0,0.028571428571428602,0,0,0,18.45,0,0,0,14.3,0.537543859649123,0.31764705882353,0.25,0,0.11538461538461521,0,3.2833409727527396,0,0,0.357142857142857,0.7125,0,0,0.00833333333333333,4.300350877192984,0,1.1755952380952392,0,0,0,37.395133322871466,0,0.39333333333333353,0.1873727087576376,0,0,0.31764705882353,0.00833333333333333,0,0.11538461538461521,0,0,0,1.411428571428572,0,0,0.357142857142857,1.1714285714285726,0.7125,0,0,0.1873727087576376,0,0,34.08790220805177,0,0,0,3.3113977814863564,0,0,0.39333333333333353,0,0.25,1.8116883116883136,0,0,0.041176470588235294,0,0,0.01904761904761904,0,0,4.300350877192984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu2k1
cardoso_DEC15,cardoso,mu3k2,3,2,22.67,0.39,b,852,25,85,NA,46.8,NA,NA,5,4.2942,1765877.6464254619,NA,NA,NA,NA,NA,268,207.5,NA,NA,NA,NA,84.99,NA,NA,4.966666666666667,10.85076,1613370.0315068993,NA,NA,NA,NA,NA,207.7,163,NA,NA,734,285.99999999999983,2.9823469508574174,0.6239442704291197,NA,cardoso,mu3k2,0.21972891566265063,NA,0.21972891566265063,1,3.956215257665517,0,28.656936462271904,0.8434615384615388,0.1139240506329112,6.75,0.787543859649123,5,0,71,2,106,0,15,2,0.1139240506329112,4.799676796127056,36.19448032192103,2,111,88,7.1833333333333345,29.553674229279494,0,0.4556962025316448,0,3.5514533529036116,0.1139240506329112,0,0.25,0,36.987007562612824,0.4556962025316448,3.5514533529036116,0,0.1139240506329112,0,0,0.25,0,0,0.05512820512820506,2.3205735930735942,3.5514533529036116,0.0714285714285714,0,0,0,0.33333333333333404,0,0,0.025,0,0.14400000000000002,0.1139240506329112,0,0.1,0,0.537543859649123,0,0.4556962025316448,0,0,0,0,0,0,0,6.75,0,0,26.4,0,0,0,0.25,0,0.0384615384615384,0,1.4768831168831176,0,0,0.0714285714285714,0,0,26.4,0.01666666666666666,0.537543859649123,0,0.16369047619047636,0,0,0,11.473406939401501,0,0.6800000000000004,0,0,0,0,0.01666666666666666,0,0,0,0,0,0.4885714285714287,0,0,0.0714285714285714,0.14285714285714302,0,0.0384615384615384,0,0,0,0,34.34278691983122,0,0,0,3.5514533529036116,0,0,0.6800000000000004,0,0.25,0.9359307359307365,0,0,0,0,0,0.052380952380952354,0,0,0.537543859649123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu3k2
cardoso_DEC43,cardoso,mu1k1,1,1,7.56,0.19,c,1055,31,88,NA,33.52,NA,NA,5.4,-2.64996,642137.3259728953,NA,NA,NA,NA,NA,205.7,185.6,NA,NA,NA,NA,185.5,NA,NA,5,42.7788,4928403.976841971,NA,NA,NA,NA,NA,152.2,141.1,NA,NA,543,417.9999999999997,0.962009479175574,0.5072645152842892,NA,cardoso,mu1k1,0.24992521855564684,NA,0.24992521855564684,1,6.130740192046848,1.6625,5.0884265028840625,1.3325641025641033,0.2278481012658224,6.3,1.0375438596491229,33,14,143,4,198,0,14,3,0.2278481012658224,7.463304294610952,14.088470362533185,4,231,174,6.3,9.423023615187706,0,0.6265822784810116,0,4.70216876347542,0.2278481012658224,0,0.5,0,16.223023615187707,0.6265822784810116,4.70216876347542,0,0.2278481012658224,0,0,0.5,0,0,0.04999999999999996,5.375265469824297,4.031564495738122,1.428571428571428,1.6625,0,0,0,0,0,0,0,0.312,0.8984523690031203,0,0,0,0.537543859649123,0,0.6265822784810116,0,0,0,0.057142857142857204,0,0,0,6.3,0,0,0,0,0,0,0.5,0,0.0192307692307692,0,3.763717850776677,0,0,1.428571428571428,1.6625,0,0,0.03076923076923076,0.537543859649123,0,0.29821428571428604,0,0,0,12.225742000365111,0,1.3133333333333341,0,0,0,0,0.03076923076923076,0,0.0192307692307692,0,0,0,1.3028571428571434,0,0,1.428571428571428,0.28571428571428603,1.6625,0,0,0,0,0,8.206677504626988,0,0,0,4.031564495738122,0,0,1.3133333333333341,0,0.5,2.3978354978355,0,0,0.0058823529411764705,0,0,0.05714285714285711,0,0,0.537543859649123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cardoso,mu1k1
