site_brom.id,site.x,trt.name.x,mu.scalar,k.scalar,intended.mu,intended.k,temporal.block,maxvol,leaf.number,mean.diam,catchment.area,turbidity.initial,oxygen.percent.initial,oxygen.conc.initial,ph.initial,chlorophyll.initial,bacteria.per.ml..initial,amoeba.per.ml.initial,algae.per.ml.initial,ciliates.per.ml.initial,flagellates.per.ml.initial,rotifers.per.ml.initial,leafpack1.species1.mass.initial,leafpack2.species1.mass.initial,leafpack1.species2.mass.initial,leafpack2.species2.mass.initial,co2.final,methane.final,turbidity.final,oxygen.percent.final,oxygen.conc.final,ph.final,chlorophyll.final,bacteria.per.ml.final,amoeba.per.ml.final,algae.per.ml.final,ciliates.per.ml.final,flagellates.per.ml.final,rotifers.per.ml.final,leafpack1.species1.mass.final,leafpack2.species1.mass.final,leafpack1.species2.mass.final,leafpack2.species2.mass.final,water.volume.final,fpom.final,n15.bromeliad.final,final.bromeliad.percentn,final.bromeliad.percentc,site.y,trt.name.y,species1,species2,decomp,sample_size_species,engulfer_bio,filter.feeder_bio,gatherer_bio,piercer_bio,predation_NA_bio.x,scraper_bio,shredder_bio,engulfer_abd,filter.feeder_abd,gatherer_abd,predation_NA_abd.x,predator_piercer_abd,prey_piercer_abd,scraper_abd,shredder_abd,predation_NA_bio.y,predator_bio,prey_bio,predation_NA_abd.y,predator_abd,prey_abd,Coleoptera_bio,Diptera_bio,Ephemeroptera_bio,Haplotaxida_bio,Lepidoptera_bio,Odonata_bio,ord_NA_bio,Podocopida_bio,Trichoptera_bio,Hirudinea_bio,Neoptera_bio,Oligochaeta_bio,Palaeoptera_bio,Podocopa_bio,subclass_NA_bio,Aeolosomatidae_bio,Anisopodidae_bio,Calamoceratidae_bio,Candonidae_bio,Cecidomyiidae_bio,Ceratopogonidae_bio,Chironomidae_bio,Coenagrionidae_bio,Corethrellidae_bio,Culicidae_bio,Curculionidae_bio,Dolichopodidae_bio,Dytiscidae_bio,Elateridae_bio,Elmidae_bio,Empididae_bio,Enchytraeoidae_bio,Ephydridae_bio,family_NA_bio,Hydrophilidae_bio,Lampyridae_bio,Limnocytheridae_bio,Limoniidae_bio,Muscidae_bio,Naididae_bio,Periscelididae_bio,Phoridae_bio,Pseudostigmatidae_bio,Psychodidae_bio,Ptilodactylidae_bio,Scatopsidae_bio,Sciaridae_bio,Scirtidae_bio,Sphaeroceridae_bio,Stratiomyidae_bio,Syrphidae_bio,Tabanidae_bio,Tipulidae_bio,Anophelinae_bio,Calamoceratinae_bio,Candoninae_bio,Ceratopogoninae_bio,Chioneinae_bio,Chironominae_bio,Copelatinae_bio,Copelatus_bio.x,Corethrellinae_bio,Culicinae_bio,Dasyheleniae_bio,Eristalinae_bio,Forcipomyiinae_bio,Limoniinae_bio,Naidinae_bio,Orthocladiinae_bio,Pristininae_bio,Psychodinae_bio,Sphaeridiinae_bio,subfamily_NA_bio,Tabaninae_bio,Tanypodinae_bio,Timiriaseviinae_bio,Tipulinae_bio,Aelosoma_bio,Anopheles_bio,Atrichopogon_bio,Aulophorus_bio,Bezzia_bio,Bromeliagrion_bio,Candonopsis_bio,Cheilotrichia_bio,Chironomus_bio,Contacyphon_bio,Copelatus_bio.y,Corethrella_bio,Corynoneura_bio,Culex_bio,Culicoides_bio,Dero_bio,Elpidium_bio,Eristalis_bio,Forcipomyia_bio,genus_NA_bio,Haemagogus_bio,Harnischia_bio,Larsia_bio,Leptagrion_bio,Limnophyes_bio,Mecistogaster_bio,Monopelopia_bio,Pericoma_bio,Phylloicus_bio,Polypedilum_bio,Pristina_bio,Sphaeromias_bio,Stenochironomus_bio,Stibasoma_bio,Stilobezzia_bio,Tanytarsus_bio,Tipula_bio,Toxorhynchites_bio,Trentepohlia_bio,Wyeomyia_bio,mean.depth,max.depth,min.depth,amplitude,net_fluc,tot_fluc,sd.depth,cv.depth,wetness,prop.overflow.days,prop.driedout.days,long_dry,long_wet,n_driedout,n_overflow,last_dry,last_wet,cv_max_temp,cv_mean_temp,cv_min_temp,max_temp,mean_temp,min_temp,sd_max_temp,sd_mean_temp,sd_min_temp,site,trt.name
frenchguiana_54,frenchguiana,mu0.8k2,0.8,2,6.53,0.61,b,190,13,75.5,999,NA,NA,NA,NA,NA,17655154.82695811,NA,NA,NA,NA,NA,773,NA,338,NA,23.06898815875972,0.004087413470961002,NA,59.800000000000004,NA,5.21,755.71,4599344.262295082,NA,NA,0,0,2,728.3000000000001,NA,314.70000000000005,NA,60,177.00000000000048,1.7529383348970122,0.8300691987077333,45.796494399714824,frenchguiana,mu0.8k2,0.057826649417852434,0.06893491124260341,0.06338078033022793,2,0.0675,0.3851,0,0.4096,0,11.3088,4.39,1,10,0,0,8,1,186,7,0,0.4763,16.0847,0,9,204,0.9552,5.184699999999999,0,0,0,0.0675,0,10.3536,0,0,6.1399,0,0.0675,10.3536,0,0,0,0,0,8e-4,0.4088,0,0.0675,0,0.3851,0,0,0,0,0,0,0,0,0,0,0,10.3536,4.39,0,0,0,0,0,0,0,0,0,0.9552,0,0,0,0,0,0,0,0,0.4088,0,0,0,0,0,0.3851,0,0,0,4.39,0,0,0,0,0,1.0235,0,0,10.3536,0,0,0,0,0,0.4088,0,0,0,0,0.9552,0,0,0,0.1099,0,0,10.3536,0,0,0.0683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0.2752,53.63333333333334,70,38,32,4,308,6.723102233056788,12.733234358282079,0.7656658496732026,0.16666666666666669,0,0,2.5,0,10,65,1,2.88953945407995,2.02641957814933,3.85310500427442,26.1212121212121,23.834595959596,21.8939393939394,0.754782730126339,0.482988918898041,0.843596474420686,frenchguiana,mu0.8k2
frenchguiana_85,frenchguiana,mu1k2,1,2,8.16,0.61,b,208,15,57.5,894,NA,NA,NA,NA,NA,15200346.083788708,NA,NA,NA,NA,NA,732,NA,400,NA,18.338759003183853,NA,NA,18.6,NA,5.045,644.58,4262496.84741488,NA,NA,0,0,14,687.4,NA,374.29999999999995,NA,37,200.53999999999928,5.154953783782558,0.6211284276094697,46.00087149223157,frenchguiana,mu1k2,0.06092896174863391,0.06425000000000011,0.06258948087431701,2,0.1353,0.1131,0.09,0.4485,0,1.6833,1.2975,3,3,3,0,9,1,28,3,0,0.5830000000000001,3.1847,0,12,38,0.0597,1.8591000000000002,0,0.09,0,0.135,3e-4,1.6236,0,0,1.9188,0.09,0.135,1.6236,3e-4,0,0,0,0,8e-4,0.4477,0,0.135,0,0.1131,0,0,0,0,0,0,0,0,3e-4,0,0,1.6236,1.2975,0,0.09,0,0,0,0,0,0,0,0.0597,0,0,0,0,0,0,0,0,0.4477,0,0,0,0,0,0.1131,0,0,0,1.2975,0.09,0,0,0,0,0.1958,0,0,1.6236,0,0,0,0,0.09,0.4477,0,0,0,0,0.0597,0,0,0,0,0,0,1.6236,0,0,0.1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2975,0.1131,51.625,69,24.5,44.5,-9.5,463.5,9.348072065533017,18.125121795097193,0.7466744087837838,0.2,0,0,3,0,12,65,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA",frenchguiana,mu1k2
frenchguiana_57,frenchguiana,mu1.5k2,1.5,2,12.24,0.61,b,188,16,84,1299,NA,NA,NA,NA,NA,16873387.978142083,NA,NA,NA,NA,NA,606,NA,372,NA,24.96973317791108,NA,NA,47.25,NA,5.609999999999999,294,4869692.62295082,NA,NA,0,0,6,573.4999999999999,NA,353.00000000000006,NA,56,155.68000000000026,2.8145672735051197,1.0141087102321371,46.005274073178654,frenchguiana,mu1.5k2,0.05363036303630382,0.05107526881720415,0.05235281592675399,2,0.063,0.0628,0,0.0567,0,22.329900000000002,1.4575,2,4,0,0,1,7,139,4,0,0.11410000000000001,23.855800000000002,0,3,154,19.6335,1.64,0,0,0,0,0,2.6964,0,0,21.273500000000002,0,0,2.6964,0,0,0,0,0,0.0056,0.0511,0,0,0.063,0.0628,0,0,0,0,0,0,0,0,0,0,0,2.6964,1.4575,0,0,0,0,0,0,0,0,0,19.6335,0,0,0,0,0,0,0,0,0.0511,0,0,0,0,0.063,0.0628,0,0,0,1.4575,0,0,0,0,0,19.639100000000003,0,0,2.6964,0,0,0,0,0,0.0511,0,0,0,0,19.6335,0,0.063,0,0.0628,0,0,2.6964,0,0,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4575,0,36.9,72,9.5,62.5,-16,318,14.285321620139563,41.15301849323992,0.511241880506785,0.08333333333333334,0.016666666666666666,2,4.5,2,5,40,9,3.50794404672651,2.08048077493171,3.89436479238402,26.5454545454545,23.7348484848485,21.5909090909091,0.931199692403765,0.493798959686444,0.840828761992005,frenchguiana,mu1.5k2
frenchguiana_72,frenchguiana,mu2k2,2,2,16.32,0.61,a,219,13,92.5,1212,NA,NA,NA,NA,NA,11948561.020036433,NA,NA,NA,NA,NA,513,NA,487,NA,35.14158636198495,0.012215698766547321,NA,51.849999999999994,NA,5.1,466.66,5633588.342440803,NA,NA,0,0,6,481.49999999999994,NA,450.90000000000003,NA,90,161.99999999999815,4.598624198611863,1.3285205889193759,46.36452021538475,frenchguiana,mu2k2,0.06140350877192993,0.07412731006160157,0.06776540941676576,2,0.0315,0.1294,0.32999999999999996,0.3593,0,17.3547,5.8475,1,2,11,0,7,2,106,11,0,0.3892,23.6632,0,8,132,16.6203,6.3677,0,0.32999999999999996,0,0,0,0.7344,0,0,22.988,0.32999999999999996,0,0.7344,0,0,0,0,0,0.0016,0.3577,0,0,0.0315,0.1294,0,0,0,0,0,0,0,0,0,0,0,0.7344,5.8475,0,0.32999999999999996,0,0,0,0,0,0,0,16.6203,0,0,0,0,0,0,0,0,0.3577,0,0,0,0,0.0315,0.1294,0,0,0,5.8475,0.32999999999999996,0,0,0,0,16.6219,0,0,0.7344,0,0,0,0,0.32999999999999996,0.3577,0,0,0,0,16.6203,0,0.0315,0,0,0,0,0.7344,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8475,0.1294,46.108333333333334,67.5,28.5,39,-12,382,8.086578321124325,17.67276537862158,0.6797865316901408,0.125,0,0,2.5,0,7.5,65,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA",frenchguiana,mu2k2
frenchguiana_76,frenchguiana,mu2.5k2,2.5,2,20.4,0.61,b,168,15,67,938,NA,NA,NA,NA,NA,20377650.273224045,NA,NA,NA,NA,NA,614,NA,302,NA,16.465807039806414,NA,NA,49.7,NA,5.18,322,5286812.38615665,NA,NA,0,0,4,557.8000000000001,NA,276,NA,10.5,24.14999999999967,1.8169762727583874,0.8824127629065744,45.20129870436606,frenchguiana,mu2.5k2,0.09153094462540705,0.08609271523178808,0.08881182992859757,2,0.0318,0.0987,0.15,0.5621,0,3.0732,2.435,2,2,5,0,11,0,46,5,0,0.5939000000000001,5.7569,0,13,58,0.6864,3.1273,0,0.15,0,0,3e-4,2.3868,0,0,3.8137000000000003,0.15,0,2.3868,3e-4,0,0,0,0,0,0.5621,0,0,0.0315,0.0987,0,0,0,0,0,0,0,0,3e-4,0,0,2.3868,2.435,0,0.15,0,0,0,0,0,0,0,0.6864,0,0,0,0,0,0,0,0,0.5621,0,0,0,0,0.0315,0.0987,0,0,0,2.435,0.15,0,0,0,0,0.6867,0,0,2.3868,0,0,0,0,0.15,0.5621,0,0,0,0,0.6864,0,0.0315,0,0.061,0,0,2.3868,0,0,3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.435,0.0377,28.566666666666666,54,6,48,-16,276,11.270068540959283,39.37888708146074,0.5287478559176673,0.075,0.016666666666666666,2,3,2,4.5,29,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA",frenchguiana,mu2.5k2
frenchguiana_88,frenchguiana,mu3k2,3,2,24.48,0.61,c,166,14,75.5,757,NA,NA,NA,NA,NA,19903114.754098363,NA,NA,NA,NA,NA,680,NA,513,NA,12.51078354943209,0.00365091891954637,NA,45.8,NA,4.555,1500,9101394.703657,NA,NA,0,0,4,653.1,NA,491.2,NA,45,224.0999999999993,3.781139898100249,0.6600331504288678,45.594382720860864,frenchguiana,mu3k2,0.03955882352941173,0.042495126705653044,0.04102697511753239,2,0.063,0.0157,0.15,0.2944,0,11.644200000000001,4.71,2,1,5,0,6,0,154,9,0,0.3574,16.5199,0,8,169,4.1778,5.0831,0,0.15,0,0,0,7.4664,0,0,9.260900000000001,0.15,0,7.4664,0,0,0,0,0,0,0.2944,0,0,0.063,0.0157,0,0,0,0,0,0,0,0,0,0,0,7.4664,4.71,0,0.15,0,0,0,0,0,0,0,4.1778,0,0,0,0,0,0,0,0,0.2944,0,0,0,0,0.063,0.0157,0,0,0,4.71,0.15,0,0,0,0,4.1778,0,0,7.4664,0,0,0,0,0.15,0.2944,0,0,0,0,4.1778,0,0.063,0,0.0157,0,0,7.4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0,48.11666666666667,72.5,15.5,57,19.5,386.5,15.522699304354292,36.31001318472954,0.6669363024996828,0.2833333333333333,0.008333333333333333,0,6.5,1,17,41,1,3.02134032072283,1.91638551023855,3.52886447625051,26.5909090909091,24.2108585858586,22.3181818181818,0.803401858010389,0.463973385843739,0.787578389926819,frenchguiana,mu3k2
macae_B24,macae,mu0.1k0.5,0.1,0.5,0.3,0.05,a,1e3,17,42.5,1555.457,8.91,26.35,2.125,6.39,42.62400000000024,77890.7269458333,NA,NA,NA,NA,NA,170,200,NA,NA,25.375042210000295,1.1115880106456775,15.7,14.2,1.2,6.41,16.931199999999986,5680351.87379167,NA,NA,NA,NA,NA,110,100,NA,NA,300,560,27.731468676936544,0.39725160246198976,NA,macae,mu0.1k0.5,0.42647058823529416,NA,0.42647058823529416,1,0.782108668,1.864234972,7.017654124,35.412811783,0.922973827,3.5354776589999997,0.509662555,26,21,232,18,12,0,46,2,0.922973827,36.194920451,12.92702931,18,38,301,1.8728676579999999,40.373027228,0,5.4314,0.416987508,0.230703804,0,1.71993739,0,0,42.662882394,5.4314,0.230703804,1.71993739,0,0,0,0,0,0,1.276215629,0.906611121,0.230703804,0.424486124,1.864234972,0,0.069591351,0,0,0,0.083366993,0,0,0.416987508,0.057327389,0,1.71993739,0,0.093156903,5.4314,0,0,0,0,0,0,0,1.815540269,0,0,0,35.14570158,0.509662555,0,0,0,0,0,0.683245794,0,0,0.424486124,0.929146814,0,0,0.8633862130000001,0,5.4314,0.034293914,0,0,0,39.775284129,0,0.18374321,1.71993739,0,0,0,0.571394136,0,0,0,0,0,0,0,0,0.424486124,0,0.81324497,0,5.4314,1.71993739,0,0.291992077,39.699693332,0,0.037036739,0.062924117,0.230703804,0,0,0,0,0,0.560965882,0,0,0,0,0,0.085243173,0,0,0,0.115901844,11.52936507936508,52.95,0,52.95,0.75,321.55,14.506404272645156,178.65466410932248,0.1812983735952542,0.047619047619047616,0.6349206349206349,29,2,40,3,4,36,8.56352190425457,7.50925023000552,12.8300406174124,28.1287878787879,23.3985615079365,20.3106060606061,2.40881491140131,1.75705653385271,2.60585900721838,macae,mu0.1k0.5
macae_B32,macae,mu0.2k0.5,0.2,0.5,0.6,0.05,a,850,15,42.5,848.012,6.03,22.7,1.795,6.38,2.145999999999937,32454.4695625,NA,NA,NA,NA,NA,160,190,NA,NA,73.70002554141999,0.07956861912732055,34.8,9,0.72,6.54,22.557241379310327,14438981.785,NA,NA,NA,NA,NA,70,90,NA,NA,320,510,76.12641217696469,0.3607293326119389,NA,macae,mu0.2k0.5,0.544407894736842,NA,0.544407894736842,1,0.942280498,0.7938817890000001,5.331563303,0.295873442,0,6.339770226000001,2.909234634,44,16,167,0,13,0,36,25,0,1.23815394,15.374449952,0,57,244,5.605942249000001,5.9362989310000005,0,4.2994,0,0,0,0.770962712,0,0,11.542241180000001,4.2994,0,0.770962712,0,0,0,0,0,0,0.678737126,0.63916494,0,0.9051457629999999,0.7938817890000001,0,0,0.037134735,0,0,0.010134679,0,0,0,0,0,0.770962712,0,0,4.2994,0,0,0,0,0,0,0,5.568807514,0,0,0,0,2.909234634,0,0,0,0,0,0.33810663900000004,0,0,0.740752804,0.7938817890000001,0,0,0.678737126,0,4.2994,0.015319538,0,0,0,8.689704521000001,0,0.285738763,0.770962712,0,0,0,0.672937413,0,0,0,0,0,0,0,0,0.740752804,0,0.755987068,0,4.2994,0.770962712,0,0.005799713,8.924035574000001,0,0,0.066727248,0,0,0,0,0,0,0.235388961,0,0,0,0,0,0.102717678,0,0,0,0.037894721,57.02063492063492,107.1,7.35,99.75,-34.95,569.75,24.870388734973297,43.674648395165846,0.5398924668214153,0.06349206349206349,0.023809523809523808,2,3,3,4,5,24,7.47466788861418,6.85033596179393,10.7754049270462,27.5984848484848,23.5596590909091,20.6818181818182,2.06289508471375,1.6139157991806,2.22854965536637,macae,mu0.2k0.5
macae_B34,macae,mu0.4k0.5,0.4,0.5,1.2,0.05,b,1e3,20,42,1247,7,28,2.035,5.98,15.391999999999975,395944.5286125,NA,NA,NA,NA,NA,170,190,NA,NA,31.254679730929773,0.08762731071682674,49.2,15.7,1.33,6.21,18.94400000000003,10423157.6148,NA,NA,NA,NA,NA,50,80,NA,NA,490,590,103.16847611581692,0.4950722768303916,NA,macae,mu0.4k0.5,0.6424148606811146,NA,0.6424148606811146,1,1.36994962,2.25123982,6.049389162,0.866701977,1.7877430490000001,5.008015449,2.979131269,73,66,282,7,40,0,61,14,1.7877430490000001,2.236651597,16.2877757,7,113,423,2.30840169,11.861759417,0,1.8319,1.466529707,0.143965773,0,2.699613759,0,0,15.636690814,1.8319,0.143965773,2.699613759,0,0,0,0,0,0,2.038484963,3.259721172,0.143965773,1.225983847,2.25123982,0,0,0,0,0,0.015939299,0,0,1.466529707,0,0,2.699613759,0,0.0575323,1.8319,0,0,0,0.033486689,0,0,0,2.30840169,0,0,2.40058e-4,0,2.979131269,0,0,0,0,0,2.310492371,0,0,0.91589074,1.683332162,0,0,1.774803921,0,1.8319,0.063597698,0,0,0,8.181777017,0,0.8507626779999999,2.699613759,0,0,0,1.732027719,0,0,0,0,0,0,0,0,0.91589074,0,1.683332162,0,1.8319,2.699613759,0,0.042776202,8.720771554,0,0.008860222,0.231400066,0.143965773,0,0,0,0,0,1.592428269,0,0,0,0,0,0.70920388,0,0,0,0,77.37460317460318,114.30000000000001,7.4,106.9,-51.6,777.2,23.966884584255087,30.954455190643245,0.6834304852222375,0.09523809523809523,0,0,3,0,6,65,26,7.33439031808976,7.92069846206568,11.9297429415553,26.4469696969697,23.0927840909091,20.2575757575758,1.93972398488268,1.82910979433678,2.41667671406962,macae,mu0.4k0.5
macae_B5,macae,mu0.6k0.5,0.6,0.5,1.8,0.05,c,900,23,36.5,1372.58,10.01,54.050000000000004,4.28,6.12,-46.17599999999998,77890.7269375,NA,NA,NA,NA,NA,160,170,NA,NA,30.34595551871,0.08859723117234321,65.2,18.8,1.66,6.25,35.52000000000009,10641235.49432,NA,NA,NA,NA,NA,80,60,NA,NA,560,510,54.16371217884253,0.47379265669140835,NA,macae,mu0.6k0.5,0.5735294117647058,NA,0.5735294117647058,1,1.378291263,2.820601542,3.738901111,0.511023014,0.23484827,3.70461037,6.6775447219999995,65,35,178,1,24,0,13,22,0.23484827,1.889314277,16.941657745,1,89,248,3.637253041,13.731561652,0,1.3948,0.23484827,0,0,0.067357329,0,0,17.603662963,1.3948,0,0.067357329,0,0,0,0,0,0,1.57133151,1.226569362,0,1.378291263,2.820601542,0,0,0,0,0,0.057223253,0,0,0.23484827,0,0,0.067357329,0,0,1.3948,0,0,0,0,0,0,0,3.637253041,0,0,0,0,6.6775447219999995,0,0,0,0,0,0.707422541,0,0,1.152930877,1.3661826650000002,0,0,1.57133151,0,1.3948,0.021308455,0,0,0,12.330687154,0,0.453799761,0.067357329,0,0,0,1.009718775,0,0,0,0,0,0,0,0,1.152930877,0,0.9243388800000001,0,1.3948,0.067357329,0,0.561612735,12.635785389999999,0,0,0.17000998,0,0,0,0,0,0,0.262052076,0,0,0,0,0,0.445370465,0,0,0,0.441843785,64.18095238095238,113.80000000000001,31.95,81.85,-27.150000000000006,919.05,17.9679366325478,28.198582105113864,0.5681917387936676,0.015873015873015872,0,0,0,0,1,65,34,7.37360950793474,8.35974011964104,11.7485512855839,26.6439393939394,23.2577861952862,20.4848484848485,1.96462004843989,1.94429048350768,2.40667293001658,macae,mu0.6k0.5
macae_B43,macae,mu0.8k0.5,0.8,0.5,2.41,0.05,c,850,15,45,1531.034,24.2,33.05,2.73,6.27,-33.15200000000002,149290.559979167,NA,NA,NA,NA,NA,200,160,NA,NA,36.130636351815,0.051240856007893576,44.5,10.9,0.96,5.61,12.178285714285709,14570259.3522,NA,NA,NA,NA,NA,20,20,NA,NA,400,880,43.53475529042306,0.41721230123986824,NA,macae,mu0.8k0.5,0.8875,NA,0.8875,1,1.416755696,1.219324419,2.156569528,33.729723412,0.091584692,0.780541866,0.070533496,45,21,77,1,23,0,7,3,0.091584692,35.146479108,4.226969309,1,68,108,1.36389927,37.426312898,0,0.5911,0,0.083720941,0,0,0,0,38.790212168,0.5911,0.083720941,0,0,0,0,0,0,0,0.243603811,2.579484711,0.083720941,0.749677351,1.219324419,0,0,0,0,0,0,0,0,0,0.583357404,0,0,0,0,0.5911,0,0,0,0,0,0,0,0.780541866,0,0,0,32.56368911,0.070533496,0,0,0,0,0,1.19504404,0,0,0.653392867,1.219324419,0,0,0.152019119,0,0.5911,0.160865997,0,0,0,34.327252365,0,1.166034302,0,0,0,0,0.152019119,0,0,0,0,0,0,0,0,0.653392867,0,1.219324419,0,0.5911,0,0,0,34.958263125,0,0,0.612168598,0.083720941,0,0,0,0,0,0.705881508,0,0,0,0,0,0.489162532,0,0,0,0,54.70476190476191,93.05,10.400000000000002,82.65,-70.75,662.05,15.921003043159502,28.97939356922958,0.5878293319843896,0.05555555555555555,0.015873015873015872,2,0,2,3.5,4,26,8.15846605724229,7.54891420301356,12.3466761103166,27.8333333333333,23.4685314685315,20.3333333333333,2.2707730525991,1.77161930526668,2.51049080909772,macae,mu0.8k0.5
macae_B33,macae,mu1k0.5,1,0.5,3.01,0.05,b,920,16,42,683.31,74.4,NA,NA,6.24,34.63200000000007,136308.77215,NA,NA,NA,NA,NA,140,190,NA,NA,9.160167738539883,0.06630725628779793,24.8,24.3,2.08,7.1,17.178571428571463,5889646.56095833,NA,NA,NA,NA,NA,50,80,NA,NA,550,690,0.1368632927938318,0.4526300927930261,NA,macae,mu1k0.5,0.6109022556390977,NA,0.6109022556390977,1,1.643117387,4.004867163,11.279468758,0.371222104,0.40689698799999996,2.4420882820000003,1.966396399,33,94,359,3,15,0,26,27,0.40689698799999996,2.014339491,19.692820602,3,48,506,1.116190099,10.494360388,0,7.8044,0.223727604,1.149480807,0,1.325898183,0,0,11.834278091,7.8044,1.149480807,1.325898183,0,0,0,0,0,0,0.973176363,3.056283883,1.149480807,0.49363658,4.004867163,0,0,0,0,0,0,0,0,0.223727604,0,0,1.325898183,0,0,7.8044,0,0,0,0,0,0,0,1.116190099,0,0,0,0,1.966396399,0,0,0,0,0,2.355900845,0,0,0.384943918,3.41581456,0,0,0.7900069789999999,0,7.8044,0,0,0,0,5.665870492,0,0.371222104,1.325898183,0,0,0,0.563909392,0,0,0,0,0,0,0,0,0.384943918,0,3.2047590759999998,0,7.8044,1.325898183,0,0.226097587,4.652672948,0,0,0.234938841,1.149480807,0,0,0,0,0,1.773490236,0,0,0,0,0,0.5824106090000001,0,0,0,0.211055484,68.45714285714286,102.5,33.95,68.55000000000001,-25.5,691.2,14.41058038569278,21.608436808177117,0.6677248677248677,0.05555555555555555,0,0,2,0,3.5,65,34,7.87347304106514,8.0669946656359,12.8346008778321,27.1893939393939,23.1021148989899,20.0530303030303,2.14074960184718,1.86364637655059,2.57372640330467,macae,mu1k0.5
macae_B35,macae,mu1.5k0.5,1.5,0.5,4.51,0.05,b,1e3,22,42.5,2779.673,7.09,27.5,2.455,6.43,-22.20000000000003,701016.5425,NA,NA,NA,NA,NA,170,150,NA,NA,31.241622082769823,0.11898691672892207,52.4,6.4,0.54,6.49,35.710967741935484,11998421.8805455,NA,NA,NA,NA,NA,50,40,NA,NA,690,720,48.39348122906695,0.43382657219330717,NA,macae,mu1.5k0.5,0.7196078431372549,NA,0.7196078431372549,1,1.1367101769999999,1.959076751,9.350163152,0.433004195,0.26468609,2.440509795,2.9587933829999997,81,64,322,3,14,0,16,21,0.26468609,1.569714372,16.708543081,3,95,423,1.893732039,8.53231973,0,7.528,0,0.042114018,0,0.546777756,0,0,10.426051768999999,7.528,0.042114018,0.546777756,0,0,0,0,0,0,1.0652617260000001,1.454591711,0.042114018,1.094596159,1.959076751,0,0,0,0,0,0,0,0,0,0,0,0.546777756,0,0,7.528,0,0,0,0,0,0,0,1.893732039,0,0,0,0,2.9587933829999997,0,0,0,0,0,1.0215875159999999,0,0,1.094596159,1.541403273,0,0,0.800575636,0,7.528,0,0,0,0,5.576999008,0,0.433004195,0.546777756,0,0,0,0.800575636,0,0,0,0,0,0,0,0,1.094596159,0,1.541403273,0,7.528,0.546777756,0,0,5.8982991689999995,0,0,0.069590016,0.042114018,0,0,0,0,0,0.761498661,0,0,0,0,0,0.260088855,0,0,0,0,76.11349206349206,108.35,39.8,68.55000000000001,-50.55,641.45,18.04310004528302,23.981634727475047,0.7041776365978607,0.14285714285714285,0,0,5,0,9,65,23,10.1328616624691,7.52842869146095,12.2507337802913,29.3787878787879,23.834696969697,20.2121212121212,2.97691193386782,1.79437816518944,2.47613316104676,macae,mu1.5k0.5
macae_B16,macae,mu2k0.5,2,0.5,6.02,0.05,a,890,15,40,1372.58,5.89,20.4,1.635,6.3,4.3645642655576466e-14,0,NA,NA,NA,NA,NA,170,190,NA,NA,123.20609608078499,0.04242251731472006,25.7,22.8,1.92,6.76,-20.720000000000002,10964972.17428,NA,NA,NA,NA,NA,80,60,NA,NA,400,290,79.7719496243765,0.35722704484921397,NA,macae,mu2k0.5,0.6068111455108359,NA,0.6068111455108359,1,0.477488745,0.37281082499999996,3.311746849,0.146138774,1.4563291569999999,5.593599730999999,3.767033126,34,11,126,3,5,0,43,23,1.4563291569999999,0.623627519,13.045190531,3,39,203,3.91421048,5.674466379,0,2.3916,1.3994101959999998,0.066070901,0,1.679389251,0,0,10.988087055,2.3916,0.066070901,1.679389251,0,0,0,0,0,0,0.651566598,0.45065242299999997,0.066070901,0.411417844,0.37281082499999996,0,0,0,0,0,0.020985563,0,0,1.3994101959999998,0,0,1.679389251,0,0,2.3916,0,0,0,0,0,0,0,3.91421048,0,0,0,0,3.767033126,0,0,0,0,0,0.325499212,0,0,0.38934522,0.37281082499999996,0,0,0.594647637,0,2.3916,0,0,0,0,9.246701851,0,0.125153211,1.679389251,0,0,0,0.482354746,0,0,0,0,0,0,0,0,0.38934522,0,0.176423053,0,2.3916,1.679389251,0,0.112292891,9.276490269,0,0.002662772,0.029293892,0.066070901,0,0,0,0,0,0.044374778999999996,0,0,0,0,0,0.27846166099999997,0,0,0,0.196387772,58.37063492063492,108.65,25.9,82.75,9.749999999999998,722.35,14.96997073326029,27.11541762510774,0.5486030520829055,0.031746031746031744,0,0,0,0,2,65,16,7.60304027860806,7.90702022312561,11.9729661518834,26.2348484848485,23.0357819264069,20.4772727272727,1.99464609733483,1.82144393547611,2.45173693246522,macae,mu2k0.5
