"","X1","d.dried","d.over","d.cvdepth","site","sens.index","sens.index.hydro","ambient.driedout","ambient.overflow","ambient.cvdepth"
"1",1,0.417245232813983,0.314599444988039,0.418641482426449,"argentina",0.00978680565334692,0.00528637445398564,0.111605182257356,0.1217748133509,55.8511478926482
"2",2,NA,NA,NA,"cardoso",0.0782609750335921,NA,NA,NA,NA
"3",3,-0.158081138366525,-0.200252323348448,-0.202921233155946,"colombia",0.0708148243803619,0.0845521733572079,0.0163934426229508,0.158697632058288,34.6308553481462
"4",4,-0.19411940661703,-0.083025450569415,-0.213609376392447,"costarica",-0.00076473029442182,-0.0030476430388755,0.241379310344828,0.183908045977011,57.2620659753988
"5",5,0.200767733542118,-0.079433486941819,0.268931649099242,"frenchguiana",0.0832027217812286,0.0434759480973151,0,0.447222222222222,11.522843635312
"6",6,0.561621569619474,0.140503252758373,0.551062217022575,"macae",0.0565522125360893,0.0393109286748171,0.00529100529100529,0.0291005291005291,37.599330263613
"7",7,0.118576861373301,0.2244552806396,0.117206083976218,"puertorico",0.0644607955279579,0.0358469165549414,0.0496357012750455,0.339162112932605,34.7866258931736
